year,AIC,expected_OC,total_cost
2025,3832368133.4772882,1906734097.115222,5739102230.59251
2030,2134410045.3162384,2399297738.7051287,4533707784.021367
2040,2263555055.5207977,4340059425.0795145,6603614480.600312
2050,2332910774.7998796,5293348516.374529,7626259291.174408
