year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,15225.166000000001,0.0,11,0,0.0,30138346.149005767,6027669.229801154,1184811718.82906,482213538.3840923,1667025257.2131524,1667025257.2131524
2025,coal,2369.6967413669563,0.0,5,0,0.0,4276798.658028427,1454111.5437296652,120592762.16046819,116328923.49837321,236921685.6588414,236921685.6588414
2025,offwind-ac,6867.326110916833,1437.5516901118294,9,2,264132684.90295124,42041674.73690607,0.0,630625.1210535911,0.0,630625.1210535911,264763310.02400482
2025,onwind,16019.751672361648,10835.987024503367,11,7,1041185435.8222384,109372442.51436625,0.0,1640586.6377154917,0.0,1640586.6377154917,1042826022.4599539
2025,ror,1392.75412375,1392.75412375,4,4,416628781.84968704,38293177.25499881,0.0,0.0,0.0,0.0,416628781.84968704
2025,solar,6353.509636519333,6353.509636519333,11,11,226198102.72755942,51594248.445902884,0.0,515942.4844590288,0.0,515942.4844590288,226714045.21201846
2030,CCGT,15225.166000000001,0.0,11,0,0.0,37765746.82554113,7553149.365108226,1486600274.8016393,604251949.2086581,2090852224.0102973,2090852224.0102973
2030,coal,2369.6967413669563,0.0,5,0,0.0,5514559.57591594,1874950.2558114196,155493869.2542358,149996020.46491358,305489889.71914935,305489889.71914935
2030,offwind-ac,6867.326110916833,2429.625214605555,9,3,448200423.5723554,45335497.78189144,0.0,680032.4667283716,0.0,680032.4667283716,448880456.0390838
2030,onwind,16019.751672361648,10835.987024503367,11,7,1041077075.9519935,117310001.63297777,0.0,1759650.0244946643,0.0,1759650.0244946643,1042836725.9764881
2030,ror,1392.75412375,1392.75412375,4,4,416614854.30844957,38262296.951427385,0.0,0.0,0.0,0.0,416614854.30844957
2030,solar,6353.509636519333,6353.509636519333,11,11,226134567.63119423,51594248.445902884,0.0,515942.4844590288,0.0,515942.4844590288,226650510.11565328
2040,CCGT,15225.166000000001,0.0,11,0,0.0,68214303.89663233,13642860.779326467,2690865019.7726727,1091428862.3461173,3782293882.11879,3782293882.11879
2040,coal,2369.6967413669563,0.0,5,0,0.0,10009181.528785974,3403121.7197872316,282228588.2586469,272249737.58297855,554478325.8416255,554478325.8416255
2040,offwind-ac,6867.326110916833,3139.6402925611233,9,3,579914380.1370083,50656321.7543809,0.0,759844.8263157135,0.0,759844.8263157135,580674224.9633241
2040,onwind,16019.751672361648,10835.987024503367,11,7,1040968716.0817485,134095320.55496116,0.0,2011429.808324415,0.0,2011429.808324415,1042980145.890073
2040,ror,1392.75412375,1392.75412375,4,4,416600926.76721203,38252741.86554238,0.0,0.0,0.0,0.0,416600926.76721203
2040,solar,6353.509636519333,6353.509636519333,11,11,226071032.53482905,51594248.44590288,0.0,515942.48445902875,0.0,515942.48445902875,226586975.0192881
2050,CCGT,15225.166000000001,702.7730705199843,11,1,69572938.18985493,83671521.99473555,16734304.398947112,3318563873.2930064,1338744351.9157689,4657308225.2087755,4726881163.39863
2050,coal,2369.6967413669563,0.0,5,0,0.0,11420433.50105606,3882947.390359061,322021617.35553527,310635791.22872484,632657408.5842601,632657408.5842601
2050,offwind-ac,6867.326110916833,3139.6402925611233,9,3,579882983.7340827,52119287.504967414,0.0,781789.3125745112,0.0,781789.3125745112,580664773.0466572
2050,onwind,16019.751672361648,10835.987024503367,11,7,1040860356.2115033,139010052.29734793,0.0,2085150.7844602165,0.0,2085150.7844602165,1042945506.9959635
2050,ror,1392.75412375,1392.75412375,4,4,416586999.22597456,38269319.35924043,0.0,0.0,0.0,0.0,416586999.22597456
2050,solar,6353.509636519333,6353.509636519333,11,11,226007497.43846384,51594248.445902884,0.0,515942.4844590288,0.0,515942.4844590288,226523439.92292288
