year,scenario,Invest Gen,Invest Bat,Invest Tx,Production Cost,CO2 Emission Cost,Load Shedding Cost,Curtailment Cost,Prod+CO2 Cost,Total CapEx,Total OpEx,Total Cost
2025,NT,1948145005.302436,1737375948.6659827,146847179.50886935,1308191635.2327564,598542461.8824655,0.0,0.0,1906734097.115222,3832368133.4772882,1906734097.115222,5739102230.59251
2030,NT,2132026921.4639926,0.0,2383123.852245691,1645049769.031557,754247969.6735717,0.0,0.0,2399297738.7051287,2134410045.3162384,2399297738.7051287,4533707784.021367
2040,DE,2263555055.5207977,0.0,0.0,3427851839.687372,1565062851.5735288,0.0,0.0,4992914691.2609005,2263555055.5207977,4992914691.2609005,7256469746.781698
2040,GA,2263555055.5207977,0.0,0.0,2317597540.217785,1069531107.0108464,0.0,0.0,3387128647.228631,2263555055.5207977,3387128647.228631,5650683702.749429
2040,NT,2263555055.5207977,0.0,0.0,3183693095.5460997,1456441841.2029126,0.0,0.0,4640134936.749012,2263555055.5207977,4640134936.749012,6903689992.26981
2050,DE,2332910774.7998796,0.0,0.0,4292934119.044305,1934627023.939413,0.0,0.0,6227561142.983718,2332910774.7998796,6227561142.983718,8560471917.783598
2050,GA,2332910774.7998796,0.0,0.0,2995002627.4157662,1364133262.3495746,0.0,0.0,4359135889.765341,2332910774.7998796,4359135889.765341,6692046664.56522
All,All,8676637757.087107,1737375948.6659827,149230303.36111504,9573590602.644768,4365849174.629627,0.0,0.0,13939439777.274395,10563244009.114204,13939439777.274395,24502683786.3886
