year,CCGT,coal,offwind-ac,onwind,ror,solar
2025,44909642.37097743,0.0,42315392.55702443,98575862.31355807,37397835.33564296,51519437.09722775
2030,30128521.626244716,0.0,42916840.333719045,99778827.37655,43806640.66808574,78166116.32681851
2040,44787431.09476969,231866.22090465028,48125341.13743289,127601751.19443035,43806640.66808574,87065265.8750335
2050,54270868.2286974,533625.2650440207,51184832.66110481,136707209.73198646,43806640.66808574,88280229.16242418
