,Building Generators (€),Building Transmission Lines (€),Building Batteries (€),Energy Production Cost (w/o Emissions) (€),CO2 Emissions Cost (€),Production Cost with Emissions (€),Load Shedding Cost (€),Curtailment Cost (€),Total Cost (€)
0,751065570.3512816,0.0,59289.09733854352,6458028100.573833,3045162041.38499,9503190141.958824,106466782.89473385,0.0,10360781784.302177
