,Objective Value (Billion Euro),Generators Built,Potential Generators,Total Generator Capacity (MW),Transmission Lines Expanded,Potential Transmission Lines,Total Transmission Capacity (MW),Batteries Built,Potential Batteries,Total Battery Energy Capacity (MWh),Total Battery Power Capacity (MW),Total Load Shedding (MWh),Total Curtailment (MWh)
0,10.360781784301908,50.0,51.0,8950.797965655498,0.0,19.0,0.0,3.0,11,600000.0,300000.0,16766.422503107693,0.0
