,Built Generators,Potential Generators,Capacity,Potential Capacity,Utilization rate (%),Max utilization rate (%)
CCGT,10.0,11,4329.120125352418,6090.066400000001,51.07903975696003,100.0
offwind-ac,1.0,9,363.81836979588746,2746.9304443667334,25.051028266825785,25.437234540152083
onwind,3.0,11,1716.455615899459,6407.90066894466,18.509988702691736,18.772327856416567
solar,11.0,11,2541.4038546077336,2541.4038546077336,17.179735646649107,17.327552755767986
coal,,5,0.0,947.8786965467825,33.30406189032032,100.0
ror,,4,0.0,557.1016495,30.597280138049566,30.597381279115478
