scenario,year,dual_value
NT,2025,-1.3580281243330983
NT,2030,-4.840810591218159
NT,2040,-0.32218419794396885
GA,2040,-0.32218419794396885
DE,2040,-0.32218419794396885
GA,2050,-0.48327629691592944
DE,2050,-0.4722303439525864
