year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,14784,286,1.9345238095238095
2030,NT,14784,213,1.4407467532467533
2040,DE,14784,344,2.326839826839827
2040,GA,14784,273,1.8465909090909092
2040,NT,14784,265,1.7924783549783547
2050,DE,14784,379,2.5635822510822512
2050,GA,14784,328,2.218614718614719
