scenario,year,week,hour,battery,dual_value
NT,2025,11,0,ES1 0 bat,-0.014502437092393574
NT,2025,11,1,ES1 0 bat,-0.014502437092393574
NT,2025,11,2,ES1 0 bat,-0.014502437092393574
NT,2025,11,3,ES1 0 bat,-0.01446183356536373
NT,2025,11,4,ES1 0 bat,-0.01446183356536373
NT,2025,11,5,ES1 0 bat,-0.01459880000598983
NT,2025,11,6,ES1 0 bat,-0.01459880000598983
NT,2025,11,7,ES1 0 bat,-0.01459880000598983
NT,2025,11,8,ES1 0 bat,-0.01459880000598983
NT,2025,11,9,ES1 0 bat,-0.01455815924883664
NT,2025,11,10,ES1 0 bat,-0.01446183356536373
NT,2025,11,11,ES1 0 bat,-0.01446074210500418
NT,2025,11,12,ES1 0 bat,-0.014422636939253736
NT,2025,11,13,ES1 0 bat,-0.014422574442275297
NT,2025,11,14,ES1 0 bat,-0.014422636939253736
NT,2025,11,15,ES1 0 bat,-0.01446183356536373
NT,2025,11,16,ES1 0 bat,-0.014502437092393574
NT,2025,11,17,ES1 0 bat,-0.014549999999999999
NT,2025,11,18,ES1 0 bat,-0.01459880000598983
NT,2025,11,19,ES1 0 bat,-0.01459880000598983
NT,2025,11,20,ES1 0 bat,-0.01459880000598983
NT,2025,11,21,ES1 0 bat,-0.01459880000598983
NT,2025,11,22,ES1 0 bat,-0.01459880000598983
NT,2025,11,23,ES1 0 bat,-0.01459880000598983
NT,2025,11,24,ES1 0 bat,-0.01459880000598983
NT,2025,11,25,ES1 0 bat,-0.01459880000598983
NT,2025,11,26,ES1 0 bat,-0.01459880000598983
NT,2025,11,27,ES1 0 bat,-0.01459880000598983
NT,2025,11,28,ES1 0 bat,-0.01459880000598983
NT,2025,11,29,ES1 0 bat,-0.01459880000598983
NT,2025,11,30,ES1 0 bat,-0.014777564224049605
NT,2025,11,31,ES1 0 bat,-68.30789167209792
NT,2025,11,32,ES1 0 bat,-0.014716976468626264
NT,2025,11,33,ES1 0 bat,-0.01459880000598983
NT,2025,11,34,ES1 0 bat,-0.01461990917738193
NT,2025,11,35,ES1 0 bat,-0.01459880000598983
NT,2025,11,36,ES1 0 bat,-0.014638989764756105
NT,2025,11,37,ES1 0 bat,-0.014638989764756105
NT,2025,11,38,ES1 0 bat,-0.014638989764756105
NT,2025,11,39,ES1 0 bat,-0.014638989764756105
