Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,24529157605.46719,,510.3104269504547,134.2461552619934,510.8383138179779,645.0844690799713,1895688,1440348,3869565,0,0,0,2
EV,24246460253.026905,,162.40153098106384,69.71604418754578,162.64251852035522,232.358562707901,632328,823312,2150346,0,0,0,2
EEV,26244446422.19857,,3.796731948852539,134.22979879379272,4.356464624404907,138.58626341819763,1895688,1440348,3869565,0,0,0,2
EVPI,24321328461.610348,,173.37409587701163,82.4058598279953,173.751518646876,256.15737847487134,1474568.0,823317.3333333334,2265034.0,0.0,0.0,0.0,2.0
EVPI std,1078249532.0570428,,19.866897534401648,4.835653592756151,19.846309101954848,18.421351343271272,326198.1493509735,2.065591117977289,44418.471400983624,0.0,0.0,0.0,0.0
