dual,total_duals,nonzero_duals,percent_nonzero
battery_charge_new_max_duals,51744,985,1.9036023500309214
battery_charge_old_duals,0,0,0.0
battery_discharge_new_max_duals,51744,931,1.7992424242424243
battery_discharge_old_duals,0,0,0.0
branch_extension_duals,76,1,1.3157894736842104
branch_flow_new_duals_max,89376,9798,10.962674543501612
branch_flow_new_duals_min,89376,34590,38.701664876476904
branch_flow_old_duals_max,89376,9776,10.938059434300037
branch_flow_old_duals_min,89376,34575,38.684881847475836
emissions_duals,7,0,0.0
gen_extension_duals,204,33,16.176470588235293
gen_output_new_duals,239904,147681,61.55837334933973
gen_output_old_duals,239904,147675,61.55587234893958
load_shedding_duals,51744,0,0.0
power_balance_duals,51744,51744,100.0
