year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,15225.166000000001,3265.288410164263,11,4,323354096.7458148,113518671.88032144,22703734.376064293,4416151704.933442,1816298750.0851433,6232450455.018585,6555804551.7644005
2025,coal,2369.6967413669563,0.0,5,0,0.0,10500031.923621688,3570010.8540313747,296069081.9675752,285600868.32250994,581669950.2900851,581669950.2900851
2025,offwind-ac,6867.326110916833,6867.326110916833,9,9,1266255723.122147,40256460.38740334,0.0,603846.90581105,0.0,603846.90581105,1266859570.0279582
2025,onwind,16019.751672361648,16019.75167236165,11,11,1539272065.2982094,73114572.40958676,0.0,1096718.5861438,0.0,1096718.5861438,1540368783.8843532
2025,ror,1392.75412375,1392.75412375,4,4,416628781.84968704,15130152.62365348,0.0,0.0,0.0,0.0,416628781.84968704
2025,solar,6353.509636519333,6353.509636519333,11,11,226198102.72755942,29131692.362209402,0.0,291316.92362209404,0.0,291316.92362209404,226489419.65118152
2030,CCGT,15225.166000000001,1502.0,11,1,148724629.39831498,95864761.46343549,19172952.292687096,3727980663.270651,1533836183.4149678,5261816846.685618,5410541476.083934
2030,coal,2369.6967413669563,0.0,5,0,0.0,6365939.715706579,2164419.503340237,179500209.25651428,173153560.26721895,352653769.52373326,352653769.52373326
2030,offwind-ac,6867.326110916833,5046.4156004384995,9,4,931895239.4866285,48909615.206713155,0.0,733644.2281006973,0.0,733644.2281006973,932628883.7147292
2030,onwind,16019.751672361648,15648.680699329505,11,10,1503460894.5289896,90794264.64607501,0.0,1361913.9696911233,0.0,1361913.9696911233,1504822808.4986806
2030,ror,1392.75412375,1392.75412375,4,4,416614854.30844957,20173536.831537973,0.0,0.0,0.0,0.0,416614854.30844957
2030,solar,6353.509636519333,6353.509636519333,11,11,226134567.63119423,38842256.48294587,0.0,388422.5648294587,0.0,388422.5648294587,226522990.1960237
2040,CCGT,15225.166000000001,0.0,11,0,0.0,113740239.29419142,22748047.858838283,4431410313.353269,1819843828.7070627,6251254142.060331,6251254142.060331
2040,coal,2369.6967413669563,0.0,5,0,0.0,10942172.753975395,3720338.7363516344,308536113.5628516,297627098.90813076,606163212.4709823,606163212.4709823
2040,offwind-ac,6867.326110916833,2816.3212323670946,9,2,519302782.54703283,55521228.2288423,0.0,832818.4234326346,0.0,832818.4234326346,520135600.9704655
2040,onwind,16019.751672361648,10464.916051471224,11,6,1005321453.5389826,109262536.41132353,0.0,1638938.0461698505,0.0,1638938.0461698505,1006960391.5851525
2040,ror,1392.75412375,377.0380340159525,4,2,112779701.54172622,21556155.985825446,0.0,0.0,0.0,0.0,112779701.54172622
2040,solar,6353.509636519333,6353.509636519333,11,11,226071032.53482905,48552820.60368233,0.0,485528.2060368234,0.0,485528.2060368234,226556560.7408659
2050,CCGT,15225.166000000001,0.0,11,0,0.0,120797444.19625984,24159488.83925197,4715086211.752221,1932759107.1401575,6647845318.892378,6647845318.892378
2050,coal,2369.6967413669563,0.0,5,0,0.0,12576442.89389786,4275990.583925272,354617579.1749078,342079246.7140218,696696825.8889296,696696825.8889296
2050,offwind-ac,6867.326110916833,0.0,9,0,0.0,55780573.64377281,0.0,836708.6046565921,0.0,836708.6046565921,836708.6046565921
2050,onwind,16019.751672361648,1916.508597904429,11,1,184091935.26961046,114575921.86555643,0.0,1718638.8279833437,0.0,1718638.8279833437,185810574.0975938
2050,ror,1392.75412375,0.0,4,0,0.0,21556155.98582544,0.0,0.0,0.0,0.0,0.0
2050,solar,6353.509636519333,6353.509636519333,11,11,226007497.43846384,58263384.724418804,0.0,582633.8472441881,0.0,582633.8472441881,226590131.285708
