year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,48228.20428491477,33898.62995371208,51,39,3771708769.7434177,281651581.5867961,26273745.230095666,2101899618.4076533,4714212669.316594,6816112287.724247,10587821057.467665
2030,48228.20428491477,29943.36006003734,51,30,3226830185.3535767,300950374.3464141,21337371.796027333,1706989743.6821866,3909964853.2897863,5616954596.971972,8843784782.32555
2040,48228.20428491477,20011.784954373605,51,21,1863474970.1625707,359575153.27784044,26468386.595189918,2117470927.6151934,4742903711.59176,6860374639.206953,8723849609.369524
2050,48228.20428491477,8270.018234423762,51,12,410099432.7080743,383549923.3097312,28435479.423177242,2274838353.8541794,5072841772.207013,7347680126.0611925,7757779558.769267
