year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,281651581.5867961,26273745.230095666,2101899618.4076533,4714212669.316594,6816112287.724247
2030,NT,300950374.3464141,21337371.796027333,1706989743.6821866,3909964853.2897863,5616954596.971972
2040,DE,376562012.47540104,29590075.137803577,2367206011.0242863,5265259131.105965,7632465142.130251
2040,GA,334575256.81476456,21929284.002889745,1754342720.2311797,3983925953.693569,5738268673.924748
2040,NT,367588190.54335576,27885800.644876435,2230864051.590115,4979526049.975746,7210390101.565862
2050,DE,406751261.5113806,32742732.174707435,2619418573.976595,5806844408.166567,8426262982.143161
2050,GA,360348585.1080818,24128226.671647046,1930258133.7317636,4338839136.247459,6269097269.979223
