year,AIC,expected_OC,total_cost
2025,4846836143.485182,6816112287.724247,11662948431.209429
2030,3352309452.903684,5616954596.971973,8969264049.875658
2040,1863474970.1625707,6860374639.206953,8723849609.369524
2050,410099432.7080743,7347680126.0611925,7757779558.769267
