year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,14784,38,0.25703463203463206
2030,NT,14784,99,0.6696428571428571
2040,DE,14784,84,0.5681818181818182
2040,GA,14784,85,0.5749458874458874
2040,NT,14784,87,0.588474025974026
2050,DE,14784,102,0.689935064935065
2050,GA,14784,159,1.075487012987013
