year,DE,GA,NT,Average
2025,,,56.652527163041725,56.652527163041725
2030,,,50.63294233431405,50.63294233431405
2040,52.37920051264021,47.80791949462553,51.46388022398436,50.550333410416705
2050,72.00980102703635,49.12230760099087,,60.56605431401361
