year,battery,value
2025,ES1 0 bat,0.0
2030,ES1 0 bat,0.0
2040,ES1 0 bat,0.0
2050,ES1 0 bat,27704.09495677131
2025,ES1 1 bat,0.0
2030,ES1 1 bat,0.0
2040,ES1 1 bat,0.0
2050,ES1 1 bat,0.0
2025,ES1 2 bat,0.0
2030,ES1 2 bat,0.0
2040,ES1 2 bat,0.0
2050,ES1 2 bat,0.0
2025,ES1 3 bat,0.0
2030,ES1 3 bat,0.0
2040,ES1 3 bat,0.0
2050,ES1 3 bat,2114.089287956447
2025,ES1 4 bat,0.0
2030,ES1 4 bat,0.0
2040,ES1 4 bat,0.0
2050,ES1 4 bat,0.0
2025,ES1 5 bat,0.0
2030,ES1 5 bat,0.0
2040,ES1 5 bat,13097.684444532586
2050,ES1 5 bat,24149.178196454894
2025,ES1 6 bat,85443.1469120526
2030,ES1 6 bat,114796.23009963441
2040,ES1 6 bat,74187.38706661468
2050,ES1 6 bat,51120.935098254566
2025,ES1 7 bat,9505.639533435264
2030,ES1 7 bat,85549.38051123328
2040,ES1 7 bat,98440.60343058204
2050,ES1 7 bat,77335.58332136115
2025,ES1 8 bat,0.0
2030,ES1 8 bat,0.0
2040,ES1 8 bat,19113.764621996626
2050,ES1 8 bat,9235.013785465528
2025,PT1 0 bat,0.0
2030,PT1 0 bat,0.0
2040,PT1 0 bat,2916.287256921493
2050,PT1 0 bat,48727.331270074545
2025,PT1 1 bat,112634.59934346033
2030,PT1 1 bat,454192.72992673144
2040,PT1 1 bat,399947.59210556716
2050,PT1 1 bat,383948.1074755885
