year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,48228.20428491477,27594.400246673373,51,35,3138262088.5038137,274575731.83694243,9528431.417771492,762274513.4217194,1723496576.8042514,2485771090.2259707,5624033178.729784
2030,48228.20428491477,27849.312141406135,51,35,3329367975.548551,294025765.92103946,11624820.626663629,929985650.1330903,2081010599.350083,3010996249.4831734,6340364225.031725
2040,48228.20428491477,26981.875828979963,51,32,2868850788.4318175,350781215.4556094,19494463.9648014,1559557117.184112,3411612606.009091,4971169723.193203,7840020511.625021
2050,48228.20428491477,29520.68911851348,51,35,3214571850.130377,373944560.0328128,23111485.35835263,1848918828.6682105,4018907057.612449,5867825886.28066,9082397736.411037
