year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,274575731.83694243,9528431.417771492,762274513.4217194,1723496576.8042514,2485771090.2259707
2030,NT,294025765.92103946,11624820.626663629,929985650.1330903,2081010599.350083,3010996249.4831734
2040,DE,367230064.8424073,21991952.33451381,1759356186.7611046,3832204127.430807,5591560314.191912
2040,GA,326571603.6686327,15878905.314765273,1270312425.1812217,2804553755.9205527,4074866181.101774
2040,NT,358541977.85578823,20612534.245125122,1649002739.6100097,3598079934.6759133,5247082674.285923
2050,DE,396418154.9522846,26800994.8380659,2144079587.0452719,4637609049.363867,6781688636.409139
2050,GA,351470965.1133409,19421975.878639363,1553758070.291149,3400205065.8610315,4953963136.152181
