year,AIC,expected_OC,total_cost
2025,3326006747.1197577,2485771090.2259707,5811777837.345728
2030,3408842850.095301,3010996249.4831734,6419839099.578474
2040,2868850788.4318175,4971169723.193203,7840020511.625021
2050,3286637990.3747215,5867825886.28066,9154463876.65538
