Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,24883023780.20711,,1.380000114440918,9.658102750778198,1.4176666736602783,11.075769424438477,86800,60106,164177,0,0,0,2
EV,24802887786.122314,,0.6080000400543213,5.9105329513549805,0.6272420883178711,6.537775039672852,29008,34388,91040,0,0,0,2
EEV,25374462208.94826,,0.1110000610351562,10.26954984664917,0.149428129196167,10.418977975845335,86800,60106,164177,0,0,0,2
EVPI,24846164834.794262,,0.5818333625793457,5.762654582659404,0.6121107737223307,6.374765356381734,67536.0,34393.333333333336,96416.0,0.0,0.0,0.0,2.0
EVPI std,993480834.339321,,0.14701205768225806,0.37455446094840056,0.15626817829378017,0.39709681315826034,14921.830236267937,2.065591117977289,2082.1158469211073,0.0,0.0,0.0,0.0
