year,DE,GA,NT,Average
2025,,,33.66177387441194,33.66177387441194
2030,,,23.370954848110962,23.370954848110962
2040,37.44034734266023,24.2423891712377,29.150455095126134,30.277730536341355
2050,48.029264803751765,26.42121221242804,,37.2252385080899
