year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,4879848759.430895,407024819.25600433,648268.5309072224,1343440.7429207384,0.0,257971.2422295144,5289123259.202957
2030,4086835705.801612,266609636.3442471,740254.2501166039,1571680.487605249,0.0,343961.6563060192,4356101238.539886
2040,5122355798.035224,430622146.3056185,828182.5666743196,1884695.8953721477,0.0,429952.070382524,5556120774.873271
2050,5467431320.400633,491030962.39037925,839678.1351501108,1986391.0377439095,0.0,515942.4844590288,5961804294.448364
