year,scenario,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,NT,88871475.97299764,7347420.291804683,43217902.060481496,89562716.194716,19154103.058242563,25797124.222951442,273950741.80119383
2030,NT,74422580.33985299,4812711.558098657,49350283.34110693,104778699.17368338,25538804.07765675,34396165.63060192,293299244.12100065
2040,DE,34569167.09166189,3119835.2977574607,18748792.678811155,42987270.23551359,8512934.692552248,14331735.679417467,122269735.67571382
2040,GA,25933150.462347277,1820698.144211742,17904590.235257253,40189629.54149698,8512934.692552248,14331735.679417467,108692738.75528297
2040,NT,32659908.181147784,2832854.6812655274,18558788.1975529,42469493.24779942,8512934.692552248,14331735.679417467,119365714.67973535
2050,DE,56875748.1840301,5613193.400461778,28638814.358863726,68387962.62557115,12769402.038828375,25797124.222951442,198082244.83070657
2050,GA,42410306.90531522,3250666.2127336245,27339727.98447699,64038106.557356335,12769402.038828375,25797124.222951442,175605333.92166197
