,lower_bound,upper_bound,count,percent_of_high,percent_of_total
97,6268.544,6332.527,1804,29.39068100358423,3.486394557823129
96,6204.561,6268.544,1316,21.44020853698273,2.5432900432900434
98,6332.527,6396.511,997,16.243075920495276,1.9267934446505874
95,6140.578,6204.561,750,12.218963831867057,1.4494434137291279
99,6396.511,6460.494,284,4.626914304333659,0.5488559059987632
94,6076.595,6140.578,274,4.463994786575432,0.5295299938157081
75,4860.913,4924.897,205,3.3398501140436623,0.3961811997526283
74,4796.93,4860.913,174,2.834799608993157,0.3362708719851577
73,4732.947,4796.93,81,1.3196480938416422,0.15653988868274582
93,6012.611,6076.595,72,1.1730205278592376,0.13914656771799627
