year,DE,GA,NT,Average
2025,,,2240.145362630641,2240.145362630641
2030,,,729.2146953491754,729.2146953491754
2040,610.007206317547,519.596903612425,574.0131727948358,567.8724275749358
2050,5.3842557993732045,395.1015803498365,,200.24291807460486
