scenario,year,dual_value
NT,2025,-508.8957848276615
NT,2030,-101.76034796186967
NT,2040,-6020.567199602641
GA,2040,-5.068156029328834
DE,2040,-6096.030078597631
GA,2050,-45.169452407925384
DE,2050,-9144.045117896447
