year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,2547588604.2095594,53943662.77010041,547013.1193300247,1535189.44670664,0.0,515208.2896679834,2604129677.835365
2030,1799024767.6720328,46087480.33977303,582805.0334133438,1620759.7486467832,0.0,773837.7429488291,1848089650.5368147
2040,2670042242.490299,112439102.5879077,664563.3057613034,2089100.6228171682,0.0,805320.4037799877,2786040329.4105654
2050,3226382527.87958,147921184.61248168,703431.1831297121,2229095.040045255,0.0,810506.2343578275,3378046744.9495945
