,lower_bound,upper_bound,count,percent_of_high,percent_of_total
0,499.999,618.578,0,0.0,0.0
1,618.578,737.155,0,0.0,0.0
2,737.155,855.733,0,0.0,0.0
3,855.733,974.31,0,0.0,0.0
4,974.31,1092.888,0,0.0,0.0
5,1092.888,1211.466,0,0.0,0.0
6,1211.466,1330.043,0,0.0,0.0
7,1330.043,1448.621,0,0.0,0.0
8,1448.621,1567.198,0,0.0,0.0
9,1567.198,1685.776,0,0.0,0.0
10,1685.776,1804.354,1,3.0303030303030303,0.001932591218305504
11,1804.354,1922.931,10,30.303030303030305,0.01932591218305504
12,1922.931,2041.509,0,0.0,0.0
13,2041.509,2160.087,0,0.0,0.0
14,2160.087,2278.664,0,0.0,0.0
15,2278.664,2397.242,0,0.0,0.0
16,2397.242,2515.819,0,0.0,0.0
17,2515.819,2634.397,0,0.0,0.0
18,2634.397,2752.975,0,0.0,0.0
19,2752.975,2871.552,0,0.0,0.0
20,2871.552,2990.13,0,0.0,0.0
21,2990.13,3108.707,0,0.0,0.0
22,3108.707,3227.285,0,0.0,0.0
23,3227.285,3345.863,0,0.0,0.0
24,3345.863,3464.44,0,0.0,0.0
25,3464.44,3583.018,0,0.0,0.0
26,3583.018,3701.595,0,0.0,0.0
27,3701.595,3820.173,0,0.0,0.0
28,3820.173,3938.751,0,0.0,0.0
29,3938.751,4057.328,0,0.0,0.0
30,4057.328,4175.906,0,0.0,0.0
31,4175.906,4294.484,0,0.0,0.0
32,4294.484,4413.061,0,0.0,0.0
33,4413.061,4531.639,0,0.0,0.0
34,4531.639,4650.216,0,0.0,0.0
35,4650.216,4768.794,0,0.0,0.0
36,4768.794,4887.372,0,0.0,0.0
37,4887.372,5005.949,0,0.0,0.0
38,5005.949,5124.527,0,0.0,0.0
39,5124.527,5243.104,0,0.0,0.0
40,5243.104,5361.682,0,0.0,0.0
41,5361.682,5480.26,0,0.0,0.0
42,5480.26,5598.837,0,0.0,0.0
43,5598.837,5717.415,0,0.0,0.0
44,5717.415,5835.992,0,0.0,0.0
45,5835.992,5954.57,0,0.0,0.0
46,5954.57,6073.148,0,0.0,0.0
47,6073.148,6191.725,1,3.0303030303030303,0.001932591218305504
48,6191.725,6310.303,11,33.33333333333333,0.021258503401360544
49,6310.303,6428.88,10,30.303030303030305,0.01932591218305504
