year,AIC,expected_OC,total_cost
2025,8071194289.068623,3218568404.4270864,11289762693.495708
2030,3328285609.628844,2193453507.645984,5521739117.274828
2040,1245859138.0269556,3074464560.20004,4320323698.226995
2050,548181172.6927139,3543713633.636938,4091894806.329652
