Label,Objective Value,Optimality Gap (%),Runtime (s),Build Time (s),Optimize Time (s),Total Time (s),Number of Variables,Number of Constraints,Number of Nonzeros,Number of Integer Variables,Number of Binary Variables,Number of Quadratic Constraints,Model Status
SP,22338017090.103306,,474.40072298049927,136.31776475906372,474.950053691864,611.2678184509277,1895688,1440348,3869565,0,0,0,2
EV,22030741590.90272,,157.69146299362183,69.99478220939636,157.9393825531006,227.93416476249692,632328,823312,2150346,0,0,0,2
EEV,24005666821.911488,,4.871663093566895,134.83923959732056,5.410404920578003,140.24964451789856,1895688,1440348,3869565,0,0,0,2
EVPI,22099222448.272,,164.9053856531779,83.08460036913554,165.30695378780365,248.39155415693918,1474568.0,823317.3333333334,2265034.0,0.0,0.0,0.0,2.0
EVPI std,1001379045.9950807,,12.723548313906017,4.8533179447890324,12.700789246675226,11.285505238709723,326198.1493509735,2.065591117977289,44418.471400983624,0.0,0.0,0.0,0.0
