year,battery,value
2025,ES1 0 bat,0.0
2030,ES1 0 bat,0.0
2040,ES1 0 bat,15330.195878449305
2050,ES1 0 bat,0.0
2025,ES1 1 bat,0.0
2030,ES1 1 bat,0.0
2040,ES1 1 bat,0.0
2050,ES1 1 bat,0.0
2025,ES1 2 bat,0.0
2030,ES1 2 bat,0.0
2040,ES1 2 bat,0.0
2050,ES1 2 bat,0.0
2025,ES1 3 bat,0.0
2030,ES1 3 bat,0.0
2040,ES1 3 bat,8571.212595766698
2050,ES1 3 bat,0.0
2025,ES1 4 bat,0.0
2030,ES1 4 bat,0.0
2040,ES1 4 bat,0.0
2050,ES1 4 bat,0.0
2025,ES1 5 bat,0.0
2030,ES1 5 bat,0.0
2040,ES1 5 bat,0.0
2050,ES1 5 bat,0.0
2025,ES1 6 bat,85430.95059470055
2030,ES1 6 bat,196436.61134634368
2040,ES1 6 bat,9695.342586232642
2050,ES1 6 bat,34636.436854875545
2025,ES1 7 bat,9505.639533435266
2030,ES1 7 bat,38318.02641375421
2040,ES1 7 bat,19199.624300558127
2050,ES1 7 bat,13123.283022793998
2025,ES1 8 bat,0.0
2030,ES1 8 bat,0.0
2040,ES1 8 bat,0.0
2050,ES1 8 bat,0.0
2025,PT1 0 bat,0.0
2030,PT1 0 bat,0.0
2040,PT1 0 bat,10616.065542215407
2050,PT1 0 bat,0.0
2025,PT1 1 bat,112624.40639703131
2030,PT1 1 bat,164539.03807051995
2040,PT1 1 bat,110112.05277254577
2050,PT1 1 bat,75169.65038943189
