year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,15225.166000000001,3262.8397524211173,11,4,323111611.72969496,113487561.26624025,22697512.25324805,4417549652.088796,1815800980.259844,6233350632.3486395,6556462244.078335
2025,coal,2369.6967413669563,0.0,5,0,0.0,10660984.922523435,3624734.873657968,300607468.8002441,289978789.89263743,590586258.6928816,590586258.6928816
2025,offwind-ac,6867.326110916833,6867.326110916833,9,9,1266255723.122147,40220591.07692464,0.0,603308.8661538695,0.0,603308.8661538695,1266859031.988301
2025,onwind,16019.751672361648,16019.75167236165,11,11,1539272065.2982094,73065872.20080045,0.0,1095988.0830120053,0.0,1095988.0830120053,1540368053.3812215
2025,ror,1392.75412375,1392.75412375,4,4,416628781.84968704,15130152.62365348,0.0,0.0,0.0,0.0,416628781.84968704
2025,solar,6353.509636519333,6353.509636519333,11,11,226198102.72755942,29131692.362209402,0.0,291316.92362209404,0.0,291316.92362209404,226489419.65118152
2030,CCGT,15225.166000000001,1502.0,11,1,148724629.39831498,96826954.266996,19365390.853399202,3767810055.272034,1549231268.271936,5317041323.54397,5465765952.942286
2030,coal,2369.6967413669563,0.0,5,0,0.0,5466238.814091934,1858521.196791258,154131370.19734985,148681695.74330062,302813065.94065046,302813065.94065046
2030,offwind-ac,6867.326110916833,5046.4156004384995,9,4,931895239.4866285,48986402.369078025,0.0,734796.0355361704,0.0,734796.0355361704,932630035.5221647
2030,onwind,16019.751672361648,15648.680699329505,11,10,1503460894.5289896,90644239.36759765,0.0,1359663.5905139628,0.0,1359663.5905139628,1504820558.1195035
2030,ror,1392.75412375,1392.75412375,4,4,416614854.30844957,20173536.831537973,0.0,0.0,0.0,0.0,416614854.30844957
2030,solar,6353.509636519333,6353.509636519333,11,11,226134567.63119423,38842256.48294587,0.0,388422.5648294587,0.0,388422.5648294587,226522990.1960237
2040,CCGT,15225.166000000001,0.0,11,0,0.0,113444376.25603433,22688875.251206867,4423976353.797025,1815110020.0965493,6239086373.893574,6239086373.893574
2040,coal,2369.6967413669563,0.0,5,0,0.0,11385255.592952384,3870986.901603811,321029706.9467331,309678952.12830484,630708659.075038,630708659.075038
2040,offwind-ac,6867.326110916833,2816.3212323670946,9,2,519302782.54703283,55397799.48934861,0.0,830966.9923402292,0.0,830966.9923402292,520133749.53937304
2040,onwind,16019.751672361648,10464.916051471224,11,6,1005321453.5389826,109293508.11698925,0.0,1639402.6217548365,0.0,1639402.6217548365,1006960856.1607375
2040,ror,1392.75412375,366.7061977784081,4,2,109689240.36241998,21518268.57555854,0.0,0.0,0.0,0.0,109689240.36241998
2040,solar,6353.509636519333,6353.509636519333,11,11,226071032.53482905,48552820.60368233,0.0,485528.2060368234,0.0,485528.2060368234,226556560.7408659
2050,CCGT,15225.166000000001,0.0,11,0,0.0,120110864.96190035,24022172.99238007,4694474643.594148,1921773839.3904057,6616248482.984553,6616248482.984553
2050,coal,2369.6967413669563,0.0,5,0,0.0,13452859.389520017,4573972.192436807,379329868.5438902,365917775.39494455,745247643.9388347,745247643.9388347
2050,offwind-ac,6867.326110916833,0.0,9,0,0.0,55631140.09934884,0.0,834467.1014902326,0.0,834467.1014902326,834467.1014902326
2050,onwind,16019.751672361648,1916.508597904429,11,1,184091935.26961046,114618916.17669995,0.0,1719283.7426504963,0.0,1719283.7426504963,185811219.01226097
2050,ror,1392.75412375,0.0,4,0,0.0,21518268.57555854,0.0,0.0,0.0,0.0,0.0
2050,solar,6353.509636519333,6353.509636519333,11,11,226007497.43846384,58263384.724418804,0.0,582633.8472441881,0.0,582633.8472441881,226590131.285708
