year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,48228.20428491477,33896.181295968934,51,39,3771466284.727298,281696854.4523516,26322247.12690602,2105779770.1524816,4720147734.761827,6825927504.9143095,10597393789.641607
2030,48228.20428491477,29943.36006003734,51,30,3226830185.3535767,300939628.13224745,21223912.05019046,1697912964.0152369,3924424307.6602635,5622337271.6755,8849167457.029076
2040,48228.20428491477,20001.45311813606,51,21,1860384508.9832644,359592028.6345655,26559862.152810678,2124788972.2248542,4747961958.5638895,6872750930.788744,8733135439.772009
2050,48228.20428491477,8270.018234423762,51,12,410099432.7080743,383595433.92744654,28596145.18481688,2287691614.7853503,5076940896.829422,7364632511.614773,7774731944.322847
