year,scenario,count_total,count_bucket,percent_bucket_of_total
2025,NT,7392,99,1.3392857142857142
2030,NT,7392,39,0.5275974025974026
2040,DE,7392,0,0.0
2040,GA,7392,104,1.406926406926407
2040,NT,7392,7,0.0946969696969697
2050,DE,7392,0,0.0
2050,GA,7392,13,0.17586580086580086
