,lower_bound,upper_bound,count,percent_of_high,percent_of_total
6,444.04,507.685,854,14.113369690960173,1.6504329004329004
98,6299.349,6362.994,549,9.072880515617253,1.0609925788497216
97,6235.704,6299.349,545,9.006775739547182,1.0532622139764998
0,62.171,125.817,518,8.560568501074203,1.001082251082251
16,1080.487,1144.132,453,7.486365889935548,0.8754638218923934
33,2162.446,2226.091,436,7.205420591637745,0.8426097711811997
34,2226.091,2289.736,336,5.552801189885969,0.6493506493506493
96,6172.06,6235.704,321,5.304908279623203,0.6203617810760668
3,253.106,316.751,264,4.36291522062469,0.5102040816326531
82,5281.035,5344.679,222,3.6688150718889436,0.4290352504638219
