line,scenario,year,utilization_rate,congestion_rate
88,DE,2040,0.9659178118081196,0.7976190476190477
88,DE,2050,0.9626843822343092,0.7723214285714286
88,GA,2040,0.96887081421143,0.8139880952380952
88,GA,2050,0.9672828232974373,0.8065476190476191
88,NT,2025,0.9808604892725367,0.8645833333333334
88,NT,2030,0.9665864509766899,0.818452380952381
88,NT,2040,0.9663689888242448,0.793154761904762
89,DE,2040,0.8694300743756452,0.38392857142857145
89,DE,2050,0.8604903442925119,0.3958333333333333
89,GA,2040,0.8865461101680768,0.40029761904761907
89,GA,2050,0.8755514879805003,0.3913690476190476
89,NT,2025,0.90268426673077,0.3586309523809524
89,NT,2030,0.8986408143944683,0.386904761904762
89,NT,2040,0.8723821639626665,0.3824404761904762
90,DE,2040,0.5387264710614688,0.08482142857142858
90,DE,2050,0.5687798181691232,0.09523809523809525
90,GA,2040,0.4993331157438216,0.06696428571428571
90,GA,2050,0.5205460249249794,0.07142857142857144
90,NT,2025,0.4279405392339853,0.04017857142857143
90,NT,2030,0.44872931592008486,0.050595238095238096
90,NT,2040,0.5289123130582917,0.0818452380952381
91,DE,2040,0.9784117165271181,0.8690476190476191
91,DE,2050,0.9784325449613372,0.8660714285714286
91,GA,2040,0.9762389672754861,0.8645833333333334
91,GA,2050,0.9781997173524654,0.8705357142857144
91,NT,2025,0.9768222634344196,0.8839285714285715
91,NT,2030,0.9745140132882493,0.8764880952380952
91,NT,2040,0.978198475313959,0.8660714285714286
92,DE,2040,0.8613663577771579,0.7440476190476191
92,DE,2050,0.8805711112200613,0.7678571428571429
92,GA,2040,0.8571311934364396,0.711309523809524
92,GA,2050,0.8526167348403016,0.7127976190476191
92,NT,2025,0.7833965699472646,0.6116071428571429
92,NT,2030,0.8655340209104364,0.7455357142857144
92,NT,2040,0.8547726306105842,0.7321428571428572
93,DE,2040,1.0,1.0
93,DE,2050,1.0,1.0
93,GA,2040,1.0,1.0
93,GA,2050,1.0,1.0
93,NT,2025,1.0,1.0
93,NT,2030,1.0,1.0
93,NT,2040,1.0,1.0
95,DE,2040,0.972976161107381,0.9479166666666666
95,DE,2050,0.9677864170864965,0.9375
95,GA,2040,0.9781392373195126,0.955357142857143
95,GA,2050,0.9759041163905179,0.9494047619047621
95,NT,2025,0.9933347044501837,0.9791666666666666
95,NT,2030,0.9791876437655852,0.9657738095238096
95,NT,2040,0.9748839133472568,0.9494047619047621
96,DE,2040,0.25064029048654124,0.0
96,DE,2050,0.2667717360652726,0.0
96,GA,2040,0.23388414200125432,0.0
96,GA,2050,0.24354267031959131,0.0
96,NT,2025,0.27326335353670345,0.0
96,NT,2030,0.23465776317803952,0.0
96,NT,2040,0.24634320009259114,0.0
97,DE,2040,0.19591175953471232,0.0
97,DE,2050,0.19980717660378441,0.0
97,GA,2040,0.18590784484033893,0.0
97,GA,2050,0.192598983271311,0.0
97,NT,2025,0.16084423696195096,0.0
97,NT,2030,0.1688223676833402,0.0
97,NT,2040,0.19435648497283667,0.0
99,DE,2040,1.0000000000000002,1.0
