year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout
2025,95000,9832.684831529332,19,2,177306854.75685197
2030,95000,687.3370316406472,19,1,9025768.692410724
2040,95000,0.0,19,0,0.0
2050,95000,0.0,19,0,0.0
