year,AIC,expected_OC,total_cost
2025,12528359479.592455,3192666891.26263,15721026370.855085
2030,2060063801.9881172,2891252519.142557,4951316321.130674
2040,1157236194.180691,4019157677.7143435,5176393871.895035
2050,716198156.4485582,4519753970.945981,5235952127.394539
