,lower_bound,upper_bound,count,percent_of_interval
0,2.999,3.1,0,0.0
1,3.1,3.2,0,0.0
2,3.2,3.3,0,0.0
3,3.3,3.4,0,0.0
4,3.4,3.5,1,9.090909090909092
5,3.5,3.6,8,72.72727272727273
6,3.6,3.7,2,18.181818181818183
7,3.7,3.8,0,0.0
8,3.8,3.9,0,0.0
9,3.9,4.0,0,0.0
