year,carrier,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_production_cost,total_co2_emission_cost,total_production_cost_with_emission,total_cost
2025,CCGT,22837.749,4997.26626479942,11,4,494867930.87636,102422026.25571063,20484405.251142126,3982301825.061739,1638752420.09137,5621054245.15311,6115922176.0294695
2025,coal,3554.5451120504345,0.0,5,0,0.0,5620471.040378569,1910960.1537287133,158480251.6082502,152876812.29829705,311357063.9065473,311357063.9065473
2025,offwind-ac,10300.989166375251,7569.62340065775,9,4,1397918555.4639492,41710192.90107531,0.0,625652.8935161297,0.0,625652.8935161297,1398544208.3574653
2025,onwind,24029.627508542475,24029.627508542475,11,11,2308908097.9473143,81139880.41818804,0.0,1217098.2062728188,0.0,1217098.2062728188,2310125196.153587
2025,ror,2089.131185625,2089.131185625,4,4,624943172.7745306,17651844.72759573,0.0,0.0,0.0,0.0,624943172.7745306
2025,solar,9530.264454778999,9530.264454778999,11,11,339297154.0913391,33986974.422577634,0.0,339869.7442257764,0.0,339869.7442257764,339637023.8355649
2030,CCGT,22837.749,2253.0,11,1,223109474.09747246,76708422.78901291,15341684.557802584,2982265471.30806,1227334764.6242065,4209600235.932267,4432709710.029739
2030,coal,3554.5451120504345,0.0,5,0,0.0,2567213.050515658,872852.437175324,72387628.59105515,69828194.9740259,142215823.56508106,142215823.56508106
2030,offwind-ac,10300.989166375251,6777.614752224583,9,3,1252805395.5173826,50979865.43560573,0.0,764697.9815340858,0.0,764697.9815340858,1253570093.4989166
2030,onwind,24029.627508542475,18810.214568795607,11,7,1807396170.6888332,98477997.07659891,0.0,1477169.9561489816,0.0,1477169.9561489816,1808873340.644982
2030,ror,2089.131185625,1978.8750000000002,4,2,591961112.6068293,24908487.909712635,0.0,0.0,0.0,0.0,591961112.6068293
2030,solar,9530.264454778999,9530.264454778999,11,11,339297154.0913391,48527041.24224364,0.0,485270.4124224364,0.0,485270.4124224364,339782424.50376153
2040,CCGT,22837.749,0.0,11,0,0.0,93476414.96002774,18695282.99200555,3638627203.76453,1495622639.360444,5134249843.124974,5134249843.124974
2040,coal,3554.5451120504345,0.0,5,0,0.0,5738578.581293685,1951116.717639853,161810526.36041737,156089337.41118824,317899863.7716056,317899863.7716056
2040,offwind-ac,10300.989166375251,3602.738622157479,9,2,664272099.7401913,59462876.4578443,0.0,891943.1468676645,0.0,891943.1468676645,665164042.887059
2040,onwind,24029.627508542475,6881.772740279433,11,4,661241244.9013462,114059448.30377315,0.0,1710891.7245565944,0.0,1710891.7245565944,662952136.6259028
2040,ror,2089.131185625,0.0,4,0,0.0,24908487.909712635,0.0,0.0,0.0,0.0,0.0
2040,solar,9530.264454778999,9530.264454778999,11,11,339297154.0913391,63041755.93174385,0.0,630417.5593174385,0.0,630417.5593174385,339927571.6506565
2050,CCGT,22837.749,0.0,11,0,0.0,97549688.22876233,19509937.645752467,3800516973.688818,1560795011.6601973,5361311985.349016,5361311985.349016
2050,coal,3554.5451120504345,0.0,5,0,0.0,6967324.150228098,2368890.211077553,196457427.9329468,189511216.88620427,385968644.81915104,385968644.81915104
2050,offwind-ac,10300.989166375251,0.0,9,0,0.0,60514337.280006796,0.0,907715.0592001019,0.0,907715.0592001019,907715.0592001019
2050,onwind,24029.627508542475,756.6418161253077,11,1,72702600.81544025,117054736.64986522,0.0,1755821.0497479755,0.0,1755821.0497479755,74458421.86518823
2050,ror,2089.131185625,0.0,4,0,0.0,24908487.909712635,0.0,0.0,0.0,0.0,0.0
2050,solar,9530.264454778999,9530.264454778999,11,11,339297154.0913391,77493435.78090943,0.0,774934.3578090942,0.0,774934.3578090942,340072088.4491482
