year,AIC,expected_OC,total_cost
2025,5370267835.270974,5934593929.903671,11304861765.174644
2030,4295279117.365571,4354543197.847453,8649822315.213024
2040,1664810498.7328765,5461461204.066822,7126271702.799699
2050,703188999.7037864,5750719100.634924,6453908100.338711
