year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,272525440.8516195,12569859.406820502,1005588752.54564,1958727390.5431468,2964316143.088787
2030,NT,292241790.7853369,10332749.655367192,826619972.4293754,1654785672.9873679,2481405645.4167433
2040,DE,363651484.7662932,17071418.22836273,1365713458.2690184,2719016119.167988,4084729577.437006
2040,GA,324483742.81374586,11519458.741293017,921556699.3034415,1887460281.4194071,2809016980.7228484
2040,NT,355316484.0808755,15758711.769999215,1260696941.5999372,2524591211.485053,3785288153.08499
2050,DE,391852400.99499273,21596495.79521747,1727719663.6173978,3455292972.257972,5183012635.875369
2050,GA,348549811.48818856,14726508.028539458,1178120642.2831566,2378940103.3676977,3557060745.6508546
