year,scenario,Invest Gen,Invest Bat,Invest Tx,Production Cost,CO2 Emission Cost,Load Shedding Cost,Curtailment Cost,Prod+CO2 Cost,Total CapEx,Total OpEx,Total Cost
2025,NT,10872222656.581367,1989542640.5784779,0.0,1958727390.5431468,1005588752.54564,0.0,0.0,2964316143.088787,12861765297.159845,2964316143.088787,15826081440.248632
2030,NT,1841101629.5786245,0.0,0.0,1654785672.9873679,826619972.4293754,0.0,0.0,2481405645.4167433,1841101629.5786245,2481405645.4167433,4322507274.995368
2040,DE,904284130.1393161,0.0,0.0,2719016119.167988,1365713458.2690184,0.0,0.0,4084729577.437006,904284130.1393161,4084729577.437006,4989013707.576323
2040,GA,904284130.1393161,0.0,0.0,1887460281.4194071,921556699.3034415,0.0,0.0,2809016980.722849,904284130.1393161,2809016980.722849,3713301110.862165
2040,NT,904284130.1393161,0.0,0.0,2524591211.485053,1260696941.5999372,0.0,0.0,3785288153.0849905,904284130.1393161,3785288153.0849905,4689572283.224306
2050,DE,0.0,0.0,0.0,3455292972.257972,1727719663.6173978,0.0,0.0,5183012635.87537,0.0,5183012635.87537,5183012635.87537
2050,GA,0.0,0.0,0.0,2378940103.3676977,1178120642.2831566,0.0,0.0,3557060745.650854,0.0,3557060745.650854,3557060745.650854
All,All,13617608416.299309,1989542640.5784779,0.0,8907652138.700832,4467784577.6494255,0.0,0.0,13375436716.350258,15607151056.877787,13375436716.350258,28982587773.228043
