snapshot,ES1 0 offwind-ac,ES1 0 onwind,ES1 0 solar,ES1 1 offwind-ac,ES1 1 onwind,ES1 1 solar,ES1 2 offwind-ac,ES1 2 onwind,ES1 2 ror,ES1 2 solar,ES1 3 offwind-ac,ES1 3 onwind,ES1 3 solar,ES1 4 offwind-ac,ES1 4 onwind,ES1 4 solar,ES1 5 onwind,ES1 5 solar,ES1 6 offwind-ac,ES1 6 onwind,ES1 6 solar,ES1 7 onwind,ES1 7 solar,ES1 8 offwind-ac,ES1 8 onwind,ES1 8 ror,ES1 8 solar,PT1 0 offwind-ac,PT1 0 onwind,PT1 0 ror,PT1 0 solar,PT1 1 offwind-ac,PT1 1 onwind,PT1 1 ror,PT1 1 solar,ES1 3 CCGT,ES1 8 CCGT,ES1 2 CCGT,ES1 1 coal,ES1 7 CCGT,ES1 4 coal,ES1 4 CCGT,ES1 5 CCGT,PT1 0 CCGT,ES1 1 CCGT,ES1 0 CCGT,ES1 6 CCGT,ES1 3 coal,PT1 1 CCGT,ES1 0 coal,ES1 2 coal
2013-04-22 01:00:00,0.0,0.006793027836806648,0.0,0.01734151801312121,0.1197709694154391,0.0,0.0,0.28377327687895054,0.4344506754240468,0.0,0.08590046474335046,0.060418663847613165,0.0,0.5285619516837088,0.2527433633276483,0.0,0.09779729511632174,0.0,0.0,0.04020157558028843,0.0,0.16054137326603987,0.0,0.058319745816477066,0.007085940553805419,0.4344506754240469,0.0,0.6072169308858226,0.10479867497792038,0.5942009983975872,0.0,0.6000713536594315,0.30931635331290497,0.5942009983975871,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 02:00:00,0.0,0.0054694131638960706,0.0,0.021921263221800154,0.1268698691592623,0.0,0.0,0.29684807380877526,0.4341979659512291,0.0,0.0808494224112424,0.039440194926878926,0.0,0.5552210163495949,0.26635707202724135,0.0,0.09916439078153141,0.0,0.0,0.03456178574662479,0.0,0.15683909258511466,0.0,0.059109764563918935,0.0042651071645536665,0.4341979659512291,0.0,0.6107941170831751,0.12313954034253825,0.5932707920478646,0.0,0.5897771839437856,0.2704635876389492,0.5932707920478646,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 03:00:00,0.0,0.0030404786345554964,0.0,0.028585133938388074,0.11744430913981291,0.0,0.0,0.31539015275631516,0.43395006832740396,0.0,0.04438785974511707,0.026928981114730015,0.0,0.5435302733233,0.24886934019574186,0.0,0.09239535423682713,0.0,0.0,0.03559341261967658,0.0,0.16047506742541898,0.0,0.054258885861554994,0.006861788758581245,0.433950068327404,0.0,0.5979094941518165,0.13843500426930444,0.5923396763039929,0.0,0.5054114282389428,0.2584893940249271,0.5923396763039929,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 04:00:00,0.0,0.0,0.0,0.04358797058544117,0.1075384737210478,0.0,0.0,0.2928436104116568,0.433707777044408,0.0,0.03474994654517141,0.03043852715448205,0.0,0.4896215514905438,0.21824244895118405,0.0,0.08162206292892595,0.0,3.0393191634315125e-05,0.03858361813215602,0.0,0.14997813725257783,0.0,0.05604289668447283,0.012851844951874952,0.43370777704440805,0.0,0.5854894449376766,0.15068247827622497,0.5914095524825542,0.0,0.4954954624512356,0.2692258203725675,0.5914095524825542,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 05:00:00,0.0,0.0,0.0,0.051908863400496844,0.11568736960648932,0.0,0.02066139960532799,0.2785004372627491,0.43342948359593997,0.0,0.030759545343689056,0.027221174531426015,0.0,0.45246946930088483,0.19329175424526412,0.0,0.07962349243212184,0.0,2.4791185071793015e-05,0.037374973462541296,0.0,0.14245581856235146,0.0,0.06218249983551206,0.012933223561027715,0.43342948359594,0.0,0.5513080946810575,0.15127495245415218,0.5904743769006582,0.0,0.5149335161961724,0.27614195452201173,0.5904743769006582,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 06:00:00,0.0004049016347101013,0.0,0.007361137627252508,0.0667322286671473,0.1300779209956501,0.003010515011561286,0.01727846116717759,0.2763145172610558,0.4331288831820817,0.005247293659993082,0.028378501878046494,0.027005519232223503,0.0,0.42911999939756085,0.1706891641564812,0.0,0.08430251119089474,0.000794940986773277,0.0,0.03659585027825455,0.011150706199372081,0.15102471184214208,0.0,0.0727443815502785,0.011937718895042868,0.43312888318208176,0.03707552687053541,0.5378735692460025,0.16153240482719744,0.5895370180927274,0.0,0.5319052356929441,0.2684407144463933,0.5895370180927274,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 07:00:00,0.003231343464375336,0.0004542330091712814,0.15558826865952177,0.06738225079641737,0.1533517503991165,0.17454379337720485,0.01891215609445674,0.2710269566205645,0.4327392219201408,0.21950839581747467,0.02458736856031409,0.02451124331896253,0.14258026903035528,0.3717607977030308,0.12355578006617839,0.14064897527405132,0.0700060523226533,0.1850425334686123,0.0,0.021551912286549568,0.19311468155338393,0.13317747591040072,0.14613337035554455,0.07435233981611825,0.015135467736510075,0.43273922192014086,0.2597497799766413,0.5588962666427666,0.17849729749841875,0.5885981978392999,0.11840486023947705,0.524402903259936,0.23894450182515384,0.5885981978392998,0.09693386132529938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 08:00:00,0.007385345633652427,0.0009222839391060073,0.28562489758526716,0.07803143615620883,0.20619119489362592,0.32952250801544486,0.056304779175645345,0.3259483371770174,0.43205941186113783,0.3701579732511711,0.016892685784118285,0.00926196403571285,0.3703029350053922,0.315191967095268,0.09528335294014646,0.3423631925196227,0.06346073857138664,0.40963244663221476,6.43167957920305e-05,0.028457987325474027,0.33274584821540115,0.130321138730338,0.39554519908528796,0.08188912550052746,0.01862987374906875,0.43205941186113783,0.46761225920250804,0.45348939527275545,0.16286592537573555,0.5876598172208404,0.3614727244668236,0.4908457464621179,0.1763936394290618,0.5876598172208405,0.35105508218573406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 09:00:00,0.012563407290308595,0.00276345196989359,0.3686323776063639,0.08551059782123956,0.20050584603123014,0.3946296213448424,0.054892645018043223,0.32268039297121803,0.4312214591377159,0.528818734283587,0.016523572906828494,0.0072653668953094165,0.5335548196375043,0.2964352812259133,0.0943016295730749,0.47648055535309003,0.06351130564162413,0.5778516158980146,5.859533093398676e-05,0.026125584298812437,0.42810200425029693,0.1293895300703927,0.5589647250634694,0.08927677736790363,0.015128734453568576,0.431221459137716,0.6308457275448109,0.37960215389390684,0.17330999519840257,0.5867268412200114,0.5587616661356521,0.44688332224171473,0.1613245939000737,0.5867268412200113,0.5443739946017746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 10:00:00,0.02518316705016884,0.005874579654030001,0.42281891531769444,0.0770206590241412,0.19812428099543092,0.4778087073303538,0.013095711082753824,0.3125970385939885,0.42924757167518207,0.656601279606434,0.012698339884205096,0.003540751616358842,0.6545826919664923,0.3238973098227839,0.12305492430876153,0.6006300424500807,0.0682886210737336,0.7104212332115705,0.011830776454458253,0.02144485338306534,0.5229705193352894,0.13963978666171056,0.6737989662907122,0.08036713825004857,0.008145364607291488,0.42924757167518207,0.7288580826192403,0.37708709181103695,0.18700251449252864,0.5858017387357183,0.6947414026374037,0.35211782600247515,0.12883372766405576,0.5858017387357183,0.6708555556342717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 11:00:00,0.04275639981110294,0.011148599819413569,0.4522627437410731,0.08152400864459147,0.21004097918120343,0.5623221689317316,0.0,0.3127853534100587,0.4269838865844829,0.7573864429346023,0.012775058860958463,0.0026446558877572007,0.7167387497008928,0.27319753694161986,0.11561920845612678,0.6987814402311581,0.06721973456756067,0.7913417010276727,0.03668756874553125,0.013927963146018718,0.6169922578921321,0.13372820347016878,0.7616060370442183,0.07320541782887414,0.007496712555205216,0.426983886584483,0.7644233969042333,0.32061795341803645,0.17730624107248272,0.5848784758933203,0.77750796812481,0.30979691260935777,0.13023212577274113,0.5848784758933203,0.7523837954386349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 12:00:00,0.0674839407160741,0.01948736116109641,0.4909971393585799,0.08725322089459651,0.21598566600395885,0.5752270364188666,0.0,0.30009289992473404,0.42467552935771247,0.7838148037779454,0.01314397912341175,0.00960662511799969,0.7242496761990349,0.26755817545137417,0.12262934520553881,0.699402453614606,0.07745644396670812,0.8091916394611597,0.07198725567373249,0.013405069558473183,0.6373716692048368,0.14541638621131872,0.7982272133214695,0.07648182380886526,0.009959613554151512,0.4246755293577125,0.7481500112005158,0.3106752519026725,0.16230638810421041,0.5839580105354147,0.8052192503132867,0.30572244055208886,0.13682680210012121,0.5839580105354147,0.7855498785275485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 13:00:00,0.10595323562833467,0.030482131182165733,0.4712976608648408,0.08931628334516264,0.2261869373278979,0.5513944120024408,0.020448049660998745,0.3018376060974188,0.4225098593997698,0.7468436208106152,0.015942108508028862,0.019246634092290757,0.6664757685839884,0.27464285120961646,0.13384459305539204,0.6508850348115662,0.08494393030981671,0.7670534470496232,0.09974375080172801,0.016178139144393436,0.5879083646503023,0.17372804319922844,0.7717933510954845,0.10447044252595956,0.009893071701692478,0.42250985939976987,0.6959733083019306,0.3413591586589298,0.15506416413608773,0.5830381339043328,0.7713027337617357,0.30187869579582166,0.14679142803601652,0.5830381339043327,0.7651363268414446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 14:00:00,0.11478638822194429,0.040560217752068924,0.3904825805376569,0.08981953063865496,0.23036807589004252,0.47020373361094947,0.11712981957005507,0.3138108056314685,0.4206724265435879,0.6540891912052588,0.019449788294907733,0.023668879949727308,0.5669089687523543,0.2715969529800837,0.13598464923789283,0.5495413787520037,0.09375182823778741,0.671156017836812,0.12494505220414143,0.020394754964249844,0.5046736426390179,0.19158551979721808,0.6904187196584691,0.14838687917873297,0.01985740143253042,0.42067242654358794,0.60135316373379,0.3907996238473006,0.16350965266153147,0.5821162323177302,0.6829906282793273,0.3171323769930414,0.16635119818798347,0.5821162323177302,0.6826122686143014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 15:00:00,0.09542160780462385,0.04072862943953239,0.2893969057839276,0.09582707519959943,0.22696068473498404,0.40490778938289707,0.16621631502931228,0.3385394224791833,0.4189466361534167,0.514918588840488,0.019661760778158097,0.027437661707079248,0.45403483050093696,0.2922906992241917,0.14463851308116024,0.45067752237654485,0.12214825779764824,0.535903841484241,0.13663781550676274,0.027194913289185475,0.4052999849873634,0.22251395402483204,0.5629285572827061,0.19228715057874765,0.03928310115022601,0.4189466361534168,0.47376636761888985,0.4446261504688373,0.17916159955086083,0.5811949307515185,0.5700021576409326,0.35062180194163955,0.202156477766016,0.5811949307515185,0.541835942909043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 16:00:00,0.06154814205870346,0.03817176536414398,0.1864819234231395,0.10088237585895789,0.20615766741440691,0.2647769646961615,0.2255808655068441,0.35039118587828944,0.41754056688311336,0.3403385210237962,0.022097212601622403,0.03612082963719252,0.30912570830159725,0.3414361250718769,0.16929876090437324,0.32504835931747267,0.14282454671110761,0.3638633617573042,0.1215376493466349,0.03355105851097276,0.27423963513765326,0.23419185009960988,0.3980794223346644,0.20325113887194188,0.05077136492689439,0.4175405668831134,0.29172712091461556,0.48786338508262367,0.18469477156766353,0.5802776435911181,0.3966062841789983,0.3835636464101815,0.2445231786146112,0.580277643591118,0.37366635643797563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 17:00:00,0.04382507467587739,0.05197828584729891,0.0757884208157694,0.09257624285336392,0.19192279097366371,0.13179999002947757,0.2294406027325872,0.37709799757211127,0.41634470000634,0.1509761013238947,0.033829763904004446,0.05220113767322865,0.15023065602101682,0.39174129010675524,0.19017561556739973,0.18488828372712546,0.16375280657269242,0.1773367144827543,0.10484201631681891,0.046232415206740644,0.12415519845439443,0.22086078544243914,0.20686838613636466,0.18649810631782576,0.0606069966751619,0.41634470000634,0.11351285941370777,0.544442427982988,0.17514445313032181,0.579367215688387,0.21552700652045262,0.4166182139007739,0.28364949364956166,0.579367215688387,0.1993470061963344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 18:00:00,0.036560955780128926,0.07217741506818054,0.0014288773417375053,0.0775939311394674,0.17823002073678781,0.020328263886191966,0.1892108338250812,0.412235661210885,0.4157709594412956,0.004478955423242152,0.035665670977647966,0.07627085042159096,0.023451893530673562,0.403587578350339,0.18590928842195123,0.04965888871027382,0.1733663980911373,0.01998961912700774,0.07753904377866061,0.06423024076871986,0.001774561795769085,0.18194974038676529,0.04004698803745628,0.16346097969200596,0.07773826307273567,0.41577095944129566,0.0,0.6546228400425232,0.1420205572783529,0.5784535110847222,0.05480245543203609,0.44812304899029615,0.30018296684125856,0.5784535110847222,0.04962996686467771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 19:00:00,0.03644098530830201,0.09863156159937231,0.0,0.05748931562325299,0.16304733209606828,0.0,0.17733562016771767,0.45465141998945785,0.41550549567114115,0.0,0.03681113244623197,0.10888385575526215,0.0,0.4219246572618647,0.19069159473206584,0.0,0.20056588683792229,0.0,0.04258085664810113,0.09758097194883512,0.0,0.19115726089957977,0.0,0.1315482298503172,0.098227307097579,0.4155054956711412,0.0,0.7303609113139005,0.1325811960915666,0.5775435494240634,0.0,0.4709261740386672,0.358176083949908,0.5775435494240633,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 20:00:00,0.042460114198540996,0.07940604468028059,0.0,0.04459659482084313,0.13690419994262162,0.0,0.11451896360245202,0.4392113653268966,0.41524835151686096,0.0,0.03775272041086198,0.1340782622246045,0.0,0.4752968453616174,0.21442351636564863,0.0,0.23373442089430052,0.0,0.01835490975406826,0.10692829393914588,0.0,0.2169351910719326,0.0,0.1146504010373264,0.09562816181209992,0.41524835151686096,0.0,0.683996734475517,0.12490707977546994,0.5766344232462042,0.0,0.5015549544486865,0.3961122404397408,0.5766344232462041,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 21:00:00,0.04665557564336296,0.051097734909098066,0.0,0.03067669041345478,0.11750979333559901,0.0,0.025001731689772058,0.3726292441167342,0.4149849001893793,0.0,0.046067067925873395,0.13091086196232504,0.0,0.5079164724275714,0.23063049393400398,0.0,0.24812724467393077,0.0,0.004523143303901,0.09727174940193882,0.0,0.2252621189490161,0.0,0.118187073850786,0.08580330442807836,0.41498490018937934,0.0,0.5707667259567661,0.11820024120172921,0.5757256667720987,0.0,0.4957491162460507,0.3659051742150851,0.5757256667720987,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 22:00:00,0.04873912214349324,0.03837379570377111,0.0,0.00979208786636926,0.10574462486505465,0.0,0.0,0.30844222059675463,0.41475372149767703,0.0,0.06588560918572633,0.12968042776140795,0.0,0.5079560208784389,0.2186170288421145,0.0,0.2753782039805436,0.0,0.0,0.08396020875761451,0.0,0.22552072558957784,0.0,0.11450920692686965,0.06956507801106655,0.4147537214976771,0.0,0.4706097767474211,0.12825284842118573,0.5748152062836106,0.0,0.49802916814453213,0.33529632825423694,0.5748152062836106,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-22 23:00:00,0.0541972344380559,0.028368595806534593,0.0,0.003996709698893283,0.08148956806925549,0.0,0.0,0.24515415669380997,0.4145481683384678,0.0,0.1458417862699513,0.13856971752406363,0.0,0.49705109445460405,0.19787335895969124,0.0,0.2813757306094474,0.0,0.0,0.0757015154121321,0.0,0.2348800606042825,0.0,0.10616569919171305,0.0438266835972446,0.41454816833846786,0.0,0.3538702729605318,0.14525643202738941,0.5739018204099748,0.0,0.4926699933633354,0.3232070948477578,0.5739018204099748,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-23 00:00:00,0.052986662008338674,0.021661725594704855,0.0,0.0004145463115662926,0.0691011949864886,0.0,0.0,0.18220899474085017,0.4143450157991281,0.0,0.28173424078919596,0.15235508023929686,0.0,0.4296686034059468,0.16441769854302477,0.0,0.26426495816745565,0.0,0.0,0.0631756834227977,0.0,0.22813271147397138,0.0,0.10048419125737013,0.022641161823271257,0.41434501579912814,0.0,0.26675654378936464,0.1663276893649755,0.5729903416511346,0.0,0.48148090179367375,0.295082340591748,0.5729903416511345,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-23 01:00:00,0.051662442835919746,0.017484065514140733,0.0,0.004076717685086148,0.06339386079963075,0.0,0.0,0.1322741519145828,0.41412310783724604,0.0,0.4336036580005142,0.1756931436296937,0.0,0.35357621102915765,0.13833541674200664,0.0,0.23630247890066416,0.0,0.0,0.04837350913619756,0.0,0.21557932657117587,0.0,0.09815737475769469,0.012034163732640133,0.41412310783724615,0.0,0.18767115043316457,0.1744138090548417,0.5720826942508775,0.0,0.4304123197978104,0.2614606341332767,0.5720826942508775,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-23 02:00:00,0.06636225574076947,0.024949597703584268,0.0,0.0058279916785064605,0.05885931025365208,0.0,0.0,0.09830943858497686,0.41387012539691026,0.0,0.5290658739150293,0.19154807602567722,0.0,0.2999294408097516,0.11043988443155084,0.0,0.21260555345650675,0.0,0.0,0.04260333591895812,0.0,0.20963991069974403,0.0,0.08815272539078482,0.006254189907449864,0.4138701253969103,0.0,0.14664465175511746,0.1712498649202555,0.571175498421113,0.0,0.3442258709773407,0.24527323874095444,0.571175498421113,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-23 03:00:00,0.09378534560890685,0.03400962292400035,0.0,0.005514090763302782,0.05270935719790016,0.0,0.0,0.07824747736582077,0.4136088712455746,0.0,0.5585619539015808,0.18644638427241914,0.0,0.2685527271582019,0.09320255095544058,0.0,0.18478108340276933,0.0,0.0005550608626177472,0.04253396512810375,0.0,0.195170044093013,0.0,0.08570266679778082,0.008023317058888322,0.41360887124557466,0.0,0.13988134969189775,0.16275065869804914,0.5702683351481974,0.0,0.27904448492044925,0.24734691070667797,0.5702683351481974,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-23 04:00:00,0.12056607268578026,0.04368724297759804,0.0,0.0005297789737717972,0.050412238910903066,0.0,0.01823310117510755,0.07340256976343344,0.4133190297091831,0.0,0.5624990733433787,0.17691443342696733,0.0,0.2855080927705685,0.10137348372338192,0.0,0.17258459810260274,0.0,0.0008680968189294226,0.04407992248840557,0.0,0.19016390986109863,0.0,0.09678461786922399,0.016568403478332064,0.41331902970918316,0.0,0.1516567637004927,0.17368840673042218,0.5693609690487881,0.0,0.2463554159806696,0.26652790493895473,0.5693609690487881,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-23 05:00:00,0.13736801197912393,0.0527263197405575,0.0,0.0,0.04973197361552304,0.0,0.030860659675708384,0.06783824428494856,0.413028195321877,0.0,0.5553203290487757,0.16436587842557007,0.0,0.2994180206756878,0.11539716672495172,0.0,0.16352361283065067,0.0,0.0009818449534441602,0.043995680909923174,0.0,0.1865744766195423,0.0,0.10501263939018661,0.02042929387196987,0.41302819532187707,0.0,0.15312812296843922,0.18094479147034206,0.5684590683559992,0.0,0.22577854266238007,0.2873972486041362,0.5684590683559991,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-23 06:00:00,0.15026258139365528,0.05773276257277188,0.0,0.0,0.04546397239380449,0.0006140655939435082,0.043601049304637915,0.057711317805601375,0.4127302467849862,0.0008671558892809308,0.5459557443576244,0.15111723191452922,0.0,0.31664727075325577,0.13343435185214414,0.0,0.1562895285555155,0.0,0.0011387609272063694,0.04438761615821001,0.0009295875321894578,0.1855284563675227,0.0,0.10820085089542282,0.024985176066117897,0.4127302467849862,0.02261040306948244,0.1632662027666183,0.18881775585164798,0.5675570445239604,0.0,0.25687715866800775,0.32223190601944424,0.5675570445239603,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-23 07:00:00,0.16045452549480876,0.05301891373759719,0.19971361347190136,0.0,0.037304918030815024,0.18928252210518412,0.0351479194600038,0.03810082300691178,0.4123180310618271,0.24092621985552842,0.5401545176426295,0.12889092261786714,0.1414143666659377,0.30401192486581263,0.12700274576965226,0.13265072959515664,0.10691914308813391,0.18288921826584553,0.0011939113131651342,0.023867659436788917,0.223361266209867,0.13752646531453397,0.14272481831538172,0.09091094956572723,0.018886172430312965,0.41231803106182713,0.28003220548388014,0.15850558733335646,0.17244600699554483,0.5666560210872194,0.10529482184808474,0.2905839155923592,0.29571399753750943,0.5666560210872192,0.0869174063120168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-23 08:00:00,0.18889347162510475,0.08436679482417393,0.38782811572247694,0.0,0.03125118000712263,0.40345150742785596,0.020001081605588132,0.02709961237629203,0.411734428804758,0.48397240941268477,0.5701761200486248,0.13126451214574614,0.3804968331831197,0.2450689597561745,0.11004686493006008,0.342475637887793,0.0957843674619005,0.4431918238867924,0.010493333395953357,0.051555492294872045,0.45654522394590086,0.11417456472101226,0.4006871604796689,0.07345542079556878,0.01801235450431243,0.41173442880475813,0.5072083161513886,0.12350679236462689,0.13408412535590208,0.5657523047028965,0.3618515965499348,0.2935220473569562,0.20504901042334645,0.5657523047028965,0.345634010547329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-23 09:00:00,0.23335911451742508,0.14370996537575814,0.48599569773308826,0.0,0.019262057683271036,0.5576709845154638,0.0,0.01794999995100245,0.4104918793515393,0.646100609243094,0.5942381704579401,0.1534230499266991,0.541846369819197,0.20528154135541143,0.10986713213725884,0.5214907335309235,0.09385820576610251,0.6272259527664255,0.023300152475858853,0.0706188879178583,0.6110267788897268,0.11042213322894914,0.591580540370075,0.075970945635182,0.020977652078659703,0.4104918793515393,0.6566741715666727,0.12539180561907334,0.14205646079652545,0.5648502650363499,0.5659254853127336,0.3046510012009216,0.2038065518787469,0.5648502650363499,0.540492457607849,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-23 10:00:00,0.25571796344871445,0.16544360217570925,0.55294781683546,0.0,0.016625855679665673,0.6917436223758162,0.0,0.0156762163862951,0.4083700585412799,0.7481508865007729,0.5902322112472032,0.13888459689826252,0.6325736557206644,0.2343468770168609,0.1305788899669049,0.6592395797101306,0.06078659082941864,0.7377501014685157,0.03451947524023582,0.05601647283660354,0.6944632521753842,0.10266024863654212,0.7138253592768616,0.07367692880423901,0.027130875703405218,0.4083700585412799,0.7468076802703392,0.06303702713749396,0.11652066069525924,0.5639505729405359,0.6973549025276415,0.25541103805611665,0.13253189652916353,0.5639505729405359,0.6576873656227101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-23 11:00:00,0.28091632542155415,0.18508510962407812,0.603609935054189,0.00490560252561859,0.008610926260821782,0.7829627190258918,0.0,0.004314662688503733,0.40600319086340103,0.8027379870199296,0.615800596459837,0.16370514497818434,0.661136507663443,0.18052596145950411,0.1162600299823062,0.7523057447437718,0.05260255085789888,0.8014343586591539,0.05256400760789944,0.059201878664819935,0.7347352090730216,0.08791355460492527,0.7910004199051741,0.07574440562646144,0.035587629048613234,0.40600319086340114,0.7838410250254702,0.03104680182546125,0.1028784613877238,0.5630506613935357,0.7737964737978205,0.2801907850669121,0.1215152738925861,0.5630506613935357,0.7374144769791946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-23 12:00:00,0.2891578326640204,0.186703251800302,0.6186051318191508,0.02075558061385285,0.00451450324062041,0.8112222739713723,0.024460268626902027,0.0014236139293151311,0.40389739957016224,0.8046867885667626,0.6346523803723022,0.17855959741572902,0.6588384667221875,0.1555021705445045,0.11593821907340175,0.8011741633100103,0.04329244082685907,0.8163478155438616,0.07071819047874846,0.05337992500735882,0.7539648152034277,0.0703881216095656,0.8136301028383041,0.08523525259045234,0.03773698052735645,0.4038973995701623,0.7768870639254345,0.01386333282039649,0.09671963510484811,0.5621510199148748,0.8078165141116201,0.29091679106501434,0.1074453324002296,0.5621510199148748,0.7675140922315448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-04-23 13:00:00,0.29914327752899594,0.1859556804870925,0.6086261979493675,0.049069025734363614,0.004810573577790812,0.7846385205902777,0.08197485907843409,0.0008991763874601586,0.40169266422817007,0.7556860747791067,0.6441011397203604,0.1924500777053407,0.6351124683476664,0.14167103064491107,0.11854288689297227,0.7902885925195915,0.03707023682606872,0.782053793321133,0.08563037304950437,0.05115615679064338,0.7197187209483218,0.06081868495877106,0.7799955168976924,0.10954072631834758,0.044848536674992126,0.40169266422817007,0.7209376686839372,0.0013070445528758883,0.09136692045193597,0.5612567328593913,0.7899700331760958,0.2713185941035477,0.0895183747787522,0.5612567328593911,0.7368408892419129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
