snapshot,ES1 0 offwind-ac,ES1 0 onwind,ES1 0 solar,ES1 1 offwind-ac,ES1 1 onwind,ES1 1 solar,ES1 2 offwind-ac,ES1 2 onwind,ES1 2 ror,ES1 2 solar,ES1 3 offwind-ac,ES1 3 onwind,ES1 3 solar,ES1 4 offwind-ac,ES1 4 onwind,ES1 4 solar,ES1 5 onwind,ES1 5 solar,ES1 6 offwind-ac,ES1 6 onwind,ES1 6 solar,ES1 7 onwind,ES1 7 solar,ES1 8 offwind-ac,ES1 8 onwind,ES1 8 ror,ES1 8 solar,PT1 0 offwind-ac,PT1 0 onwind,PT1 0 ror,PT1 0 solar,PT1 1 offwind-ac,PT1 1 onwind,PT1 1 ror,PT1 1 solar,ES1 3 CCGT,ES1 8 CCGT,ES1 2 CCGT,ES1 1 coal,ES1 7 CCGT,ES1 4 coal,ES1 4 CCGT,ES1 5 CCGT,PT1 0 CCGT,ES1 1 CCGT,ES1 0 CCGT,ES1 6 CCGT,ES1 3 coal,PT1 1 CCGT,ES1 0 coal,ES1 2 coal
2013-01-01 10:00:00,0.06565099060431781,0.1480918943617289,0.4533100149552951,0.5598057714791802,0.11045667884311745,0.3386743853604797,0.011783047499224012,0.2250226298970415,0.1538036339008967,0.5085315002588521,0.11696039134437695,0.040836864291185763,0.22423544525734193,0.103144836929246,0.08180539248404262,0.257449054003112,0.0607489765550293,0.19094185124699203,0.27739117056626533,0.2893902864611031,0.4083460406333619,0.05762139019046344,0.37531667103340716,0.029429549741494743,0.04074229375540896,0.15380363390089674,0.19146301205519034,0.0,0.004035997244251119,0.07526969965604673,0.39352296232723283,0.16663807884651716,0.06327550699085427,0.07526969965604671,0.28864063084046565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-01-01 11:00:00,0.05792710174937601,0.21084013379588457,0.5460224403466788,0.538462158834747,0.127851929394217,0.393185544267914,0.0,0.3326098056723486,0.1510912159566191,0.5487182872957218,0.11447409659153535,0.04058166104419978,0.26625378339402644,0.11696489549510183,0.10553167741354584,0.2972745157245673,0.05617693718118551,0.2586554618805724,0.21884349514422197,0.3267447949469127,0.513763395546338,0.06376944176164086,0.4775488990655624,0.024748365808688028,0.052540614253116624,0.1510912159566191,0.27529729376510753,0.0,0.012717551527706424,0.07409772419577176,0.4512952466606166,0.19180330182862393,0.07291671180469317,0.07409772419577174,0.38269897062301234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-01-01 12:00:00,0.051378797435500854,0.22939387225763505,0.6012956714906379,0.5396920950147776,0.16639050072249167,0.4203024116737469,0.0,0.46645605355809516,0.15044474852710943,0.5129535430523643,0.12936298013273112,0.04240506231684883,0.28565568484047554,0.13636744539383788,0.13471940358730713,0.31240286524348976,0.08259965776481208,0.314300448786989,0.16198682509313114,0.2867290218885663,0.5494058898973397,0.0804141305470723,0.49069143184759384,0.03153556447529751,0.07831233042297589,0.15044474852710946,0.35718149618830675,0.0075214420891032896,0.025403525360873192,0.07304958885775817,0.42012389241249576,0.1739023168030709,0.07356761097955392,0.07304958885775815,0.47468455237621926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-01-01 13:00:00,0.03881683467391303,0.23236995424900783,0.5490063875079599,0.587077936729247,0.19130610215985017,0.37161545310186445,0.04516932907481037,0.528010686633446,0.1509497306801946,0.43799926234585573,0.15966788264313872,0.05771966026452967,0.2962075213369559,0.14314351427379612,0.15164821404347598,0.28591232177505027,0.09494734378423396,0.3385756414169473,0.08419729267194176,0.29042862610683096,0.5127691871534512,0.08421352095421614,0.42832913392932176,0.03356854856869887,0.07625144026981034,0.15094973068019463,0.348726730577863,0.05472992605236881,0.051700221946046454,0.07217387889295851,0.35111818389018135,0.16428887415444127,0.09973403167181942,0.0721738788929585,0.5058183058329022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-01-01 14:00:00,0.029543696254021538,0.26793479637212736,0.42687889746212876,0.5779745839907338,0.1942621424902903,0.27681341915898505,0.08205665533827396,0.4863590743893778,0.15203219886451988,0.3444496636086428,0.18004535486798418,0.07640730329907663,0.28164765201865366,0.15043254065311906,0.15307717608101035,0.2335385347310705,0.08829869812922861,0.3001253979243921,0.05700459578980338,0.30662860515812873,0.41419010334200307,0.08166068658310802,0.3341840468325732,0.028581241024254585,0.0816295581376294,0.15203219886451988,0.2865187470382022,0.10403204865426083,0.07585275494785465,0.07156694213646787,0.2808041573638665,0.19029405996159068,0.13122770567914827,0.07156694213646787,0.44576363064577745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-01-01 15:00:00,0.031130231317739336,0.2652323785934054,0.2911618797017539,0.5240336535656139,0.17639515694814878,0.1818133745464105,0.11382335416403427,0.4306238033335158,0.1523858424549856,0.2228312308085877,0.16646441619770086,0.07697653707867268,0.24927394567597969,0.14208644363153267,0.13191764997517588,0.17408530349322257,0.07606629296662828,0.23229054073923894,0.03455929364245297,0.28796004353342913,0.27476034174491615,0.0703399483405241,0.2478518500144737,0.02099800278634011,0.07460203549467215,0.15238584245498563,0.1775835883603185,0.1226943988432988,0.08854023680072506,0.0711331191067805,0.23039125834173582,0.2018563394831399,0.1493090736998899,0.07113311910678048,0.3147370717495685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-01-01 16:00:00,0.023939295780569247,0.19838837126363362,0.08233438750570281,0.4773365478047629,0.14419879922956433,0.032340255277066195,0.14420473599681238,0.3820689991985383,0.15235405686283945,0.03648001223676812,0.12183804884162154,0.07152839699480852,0.11095177448523125,0.11832763332407867,0.10363961566217557,0.04762612128212946,0.05875595726281567,0.06124801088609731,0.006153513489612343,0.22754245800587988,0.05970682045108712,0.044251062163503316,0.08736033050916243,0.011025679939536678,0.05743254897216849,0.15235405686283948,0.01511637030038374,0.09054250076808443,0.05534999593153192,0.07059518873667885,0.08511086246119148,0.20768374331060757,0.14032927196174264,0.07059518873667885,0.1436620825135093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-01-01 17:00:00,0.017186658994581088,0.2088503523234823,0.0,0.36316549086991645,0.10844413077398929,0.0,0.22148795675473465,0.379743128063131,0.15156856068505445,0.0,0.1320546258741231,0.08286119717414521,0.0,0.1295533451137556,0.0928330027671829,0.0,0.06061731694896599,0.0,0.0002829786157163787,0.2396581539499461,0.0,0.040271963605527775,0.0,0.012930161751683739,0.07474245898027151,0.15156856068505448,0.0,0.07414866363706989,0.0313978103726619,0.0700052956604,0.0,0.25101525636160293,0.14208149705484655,0.07000529566039998,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-01-01 18:00:00,0.025145154859356943,0.2349122691270045,0.0,0.3035077688171085,0.09834220852379047,0.0,0.20331498077016263,0.3781680339936136,0.15051286000444158,0.0,0.17123366721695812,0.093568108234949,0.0,0.12316252962270732,0.07124530697364242,0.0,0.0572844606063004,0.0,0.00029775441185186187,0.23427472352912151,0.0,0.05725429827991618,0.0,0.016601559427856516,0.09592913277622746,0.1505128600044416,0.0,0.08297070252281642,0.02332986096410251,0.06947888933793898,0.0,0.2569726606444414,0.12786712374556825,0.06947888933793898,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-01-01 19:00:00,0.0439915709031453,0.22788808257159537,0.0,0.2768701701308393,0.10463928976881232,0.0,0.19161630910741573,0.3811781436728862,0.1496837553876362,0.0,0.18184200642823703,0.08822684324560762,0.0,0.0883136194990296,0.04695015833695527,0.0,0.05892282611082277,0.0,0.009280937617509744,0.22258825928020853,0.0,0.07825152882235988,0.0,0.01826765324369295,0.11367673528286082,0.14968375538763623,0.0,0.08062186171970884,0.020725665479819435,0.06905549349514677,0.0,0.19902118680722866,0.12179204193526613,0.06905549349514677,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-01-01 20:00:00,0.05574352601821002,0.21874546854961535,0.0,0.303946038957509,0.11479423938478929,0.0,0.20790689724627656,0.38271774015348353,0.14858024511542153,0.0,0.1786257737706957,0.07650036602356128,0.0,0.07279303730232513,0.0377811922780327,0.0,0.06517009294651195,0.0,0.04009214387897148,0.22764785602257426,0.0,0.09010257778238952,0.0,0.020250048913479465,0.11103839067683813,0.14858024511542156,0.0,0.05608999112068146,0.018542772400591354,0.06868051220353688,0.0,0.15890259689847377,0.12279771793359794,0.06868051220353687,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-01-01 21:00:00,0.08927729983099639,0.20282222858577528,0.0,0.33573816499753084,0.14094203443193853,0.0,0.2266290143843584,0.39294663222688836,0.1474653893389599,0.0,0.1576973166604593,0.060436030908411036,0.0,0.0809879248781438,0.0515754734069774,0.0,0.06509508511555237,0.0,0.08596428245612595,0.22445952617341375,0.0,0.09462936402082055,0.0,0.021168824660532663,0.1099583962051699,0.14746538933895992,0.0,0.040094747237676656,0.019660936974599006,0.06833355118236886,0.0,0.13692341212675965,0.1131806410943794,0.06833355118236886,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-01-01 22:00:00,0.07999427920940985,0.14838669308712904,0.0,0.248714775596067,0.09577988812698626,0.0,0.1226282799399922,0.3312503180148273,0.14610036129691567,0.0,0.09834159989093035,0.04779874300974003,0.0,0.09289602299473237,0.04707382687507003,0.0,0.06479833384280151,0.0,0.09776821392901182,0.1870832023228583,0.0,0.05611810611846754,0.0,0.015271734484198104,0.06857609882793105,0.14610036129691567,0.0,0.0372424074159291,0.007153602719611839,0.06801553326642183,0.0,0.11335519931443387,0.11412751721799912,0.06801553326642182,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-01-01 23:00:00,0.10319961509937295,0.1492694218343419,0.0,0.2166651564145689,0.09821740224944492,0.0,0.1422542006853849,0.38535833895987864,0.14427193016994783,0.0,0.1234744195419123,0.07072631823553809,0.0,0.08973276474162781,0.032822878119078955,0.0,0.07533775313238907,0.0,0.14335823953874433,0.2367369277470013,0.0,0.06443505006483177,0.0,0.027216722989233125,0.0887729331393626,0.14427193016994783,0.0,0.05728141537094589,0.011254652389790462,0.06773241245092274,0.0,0.12873238947396998,0.12917842959700776,0.06773241245092274,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-01-02 00:00:00,0.11367598677863826,0.1657397316120076,0.0,0.2270183605057313,0.11007889923741394,0.0,0.16745271615669058,0.4301429267309969,0.14223711203408804,0.0,0.15426035196019164,0.08480628364879682,0.0,0.07799621167341755,0.027215605720261715,0.0,0.08173164490981244,0.0,0.21763292067457995,0.2793755313533626,0.0,0.05990096705058869,0.0,0.07069085839992889,0.12431609988163628,0.14223711203408806,0.0,0.06831930949014747,0.012271199844356194,0.06748194259155069,0.0,0.16109036117755646,0.14277730019404203,0.06748194259155069,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
