year,week,hour,generator,value
2025,21,0,ES1 0 CCGT,11490.286246579211
2025,21,1,ES1 0 CCGT,11233.390684491718
2025,21,2,ES1 0 CCGT,11739.732005196489
2025,21,3,ES1 0 CCGT,12477.591185524043
2025,21,4,ES1 0 CCGT,14636.347738844119
2025,21,5,ES1 0 CCGT,17455.849811676973
2025,21,6,ES1 0 CCGT,20494.32514681476
2025,21,7,ES1 0 CCGT,18484.71682776759
2025,21,8,ES1 0 CCGT,15427.331801000968
2025,21,9,ES1 0 CCGT,13885.467523831067
2025,21,10,ES1 0 CCGT,15141.689615150684
2025,21,11,ES1 0 CCGT,14404.473469482558
2025,21,12,ES1 0 CCGT,12850.376912874486
2025,21,13,ES1 0 CCGT,11792.136185715983
2025,21,14,ES1 0 CCGT,10405.022954088574
2025,21,15,ES1 0 CCGT,11016.681552625441
2025,21,16,ES1 0 CCGT,12949.028298094432
2025,21,17,ES1 0 CCGT,15501.373018216744
2025,21,18,ES1 0 CCGT,18241.032207773318
2025,21,19,ES1 0 CCGT,20596.16756637337
2025,21,20,ES1 0 CCGT,19565.960700448875
2025,21,21,ES1 0 CCGT,17116.64063340701
2025,21,22,ES1 0 CCGT,15474.785820712206
2025,21,23,ES1 0 CCGT,13475.625348781265
2025,21,24,ES1 0 CCGT,12204.518667762972
2025,21,25,ES1 0 CCGT,11196.082862367239
2025,21,26,ES1 0 CCGT,10898.275149486006
2025,21,27,ES1 0 CCGT,11584.307196924015
2025,21,28,ES1 0 CCGT,14007.265022662952
2025,21,29,ES1 0 CCGT,16951.621401635435
2025,21,30,ES1 0 CCGT,19472.795519376814
2025,21,31,ES1 0 CCGT,18371.93002095382
2025,21,32,ES1 0 CCGT,15696.642282909917
2025,21,33,ES1 0 CCGT,13074.910234408304
2025,21,34,ES1 0 CCGT,12693.557336079653
2025,21,35,ES1 0 CCGT,10361.649075969233
2025,21,36,ES1 0 CCGT,8107.169891914991
2025,21,37,ES1 0 CCGT,6794.272043915755
2025,21,38,ES1 0 CCGT,5628.772798516311
2025,21,39,ES1 0 CCGT,5256.8559677629855
2025,21,40,ES1 0 CCGT,5178.275132361237
2025,21,41,ES1 0 CCGT,6224.911891067921
2025,21,42,ES1 0 CCGT,8890.885780219754
2025,21,43,ES1 0 CCGT,11536.563903298982
2025,21,44,ES1 0 CCGT,9954.29203600504
2025,21,45,ES1 0 CCGT,7003.945924578129
2025,21,46,ES1 0 CCGT,6739.785571241579
2025,21,47,ES1 0 CCGT,5280.300629750165
2025,21,48,ES1 0 CCGT,4447.38010043765
2025,21,49,ES1 0 CCGT,4107.469654475688
2025,21,50,ES1 0 CCGT,3896.8095098355675
2025,21,51,ES1 0 CCGT,3456.5477158109366
2025,21,52,ES1 0 CCGT,4301.025262676967
2025,21,53,ES1 0 CCGT,6583.970205708149
2025,21,54,ES1 0 CCGT,9305.532242462548
2025,21,55,ES1 0 CCGT,6689.835243783251
2025,21,56,ES1 0 CCGT,2100.5906446972426
2025,21,57,ES1 0 CCGT,0.0
2025,21,58,ES1 0 CCGT,0.0
2025,21,59,ES1 0 CCGT,0.0
2025,21,60,ES1 0 CCGT,0.0
2025,21,61,ES1 0 CCGT,0.0
2025,21,62,ES1 0 CCGT,0.0
2025,21,63,ES1 0 CCGT,0.0
2025,21,64,ES1 0 CCGT,0.0
2025,21,65,ES1 0 CCGT,0.0
2025,21,66,ES1 0 CCGT,0.0
2025,21,67,ES1 0 CCGT,2017.648508531176
2025,21,68,ES1 0 CCGT,588.1720196219476
2025,21,69,ES1 0 CCGT,0.0
2025,21,70,ES1 0 CCGT,0.0
2025,21,71,ES1 0 CCGT,0.0
2025,21,72,ES1 0 CCGT,0.0
2025,21,73,ES1 0 CCGT,0.0
2025,21,74,ES1 0 CCGT,0.0
2025,21,75,ES1 0 CCGT,0.0
2025,21,76,ES1 0 CCGT,1898.869673144145
2025,21,77,ES1 0 CCGT,4610.926881931002
2025,21,78,ES1 0 CCGT,7982.521351126331
2025,21,79,ES1 0 CCGT,5033.94410808827
2025,21,80,ES1 0 CCGT,1045.6463750364628
2025,21,81,ES1 0 CCGT,0.0
2025,21,82,ES1 0 CCGT,0.0
2025,21,83,ES1 0 CCGT,0.0
2025,21,84,ES1 0 CCGT,0.0
2025,21,85,ES1 0 CCGT,0.0
2025,21,86,ES1 0 CCGT,0.0
2025,21,87,ES1 0 CCGT,0.0
2025,21,88,ES1 0 CCGT,0.0
2025,21,89,ES1 0 CCGT,0.0
2025,21,90,ES1 0 CCGT,0.0
2025,21,91,ES1 0 CCGT,2273.05130610385
2025,21,92,ES1 0 CCGT,2109.600961537659
2025,21,93,ES1 0 CCGT,1217.9968963513556
2025,21,94,ES1 0 CCGT,3385.6874135448934
2025,21,95,ES1 0 CCGT,1765.2056301732264
2025,21,96,ES1 0 CCGT,1391.764673301689
2025,21,97,ES1 0 CCGT,2075.661517987784
2025,21,98,ES1 0 CCGT,2750.5042743345393
2025,21,99,ES1 0 CCGT,3446.5982659310002
2025,21,100,ES1 0 CCGT,5308.819629715643
2025,21,101,ES1 0 CCGT,7598.717230026549
2025,21,102,ES1 0 CCGT,10582.965572519595
2025,21,103,ES1 0 CCGT,6450.340501756012
2025,21,104,ES1 0 CCGT,2142.949872999595
2025,21,105,ES1 0 CCGT,0.0
2025,21,106,ES1 0 CCGT,0.0
2025,21,107,ES1 0 CCGT,0.0
2025,21,108,ES1 0 CCGT,0.0
2025,21,109,ES1 0 CCGT,0.0
2025,21,110,ES1 0 CCGT,0.0
2025,21,111,ES1 0 CCGT,0.0
2025,21,112,ES1 0 CCGT,0.0
2025,21,113,ES1 0 CCGT,0.0
2025,21,114,ES1 0 CCGT,4349.896696758897
2025,21,115,ES1 0 CCGT,8542.675964685637
2025,21,116,ES1 0 CCGT,8604.05416326287
2025,21,117,ES1 0 CCGT,6895.593375043157
2025,21,118,ES1 0 CCGT,6532.012094092264
2025,21,119,ES1 0 CCGT,5206.572544993359
2025,21,120,ES1 0 CCGT,4455.9833856100195
2025,21,121,ES1 0 CCGT,4343.293270628723
2025,21,122,ES1 0 CCGT,4708.379470692542
2025,21,123,ES1 0 CCGT,5041.035720938189
2025,21,124,ES1 0 CCGT,4887.338258135267
2025,21,125,ES1 0 CCGT,5111.118815962351
2025,21,126,ES1 0 CCGT,6939.542757308091
2025,21,127,ES1 0 CCGT,4211.5397504964385
2025,21,128,ES1 0 CCGT,255.45568849581332
2025,21,129,ES1 0 CCGT,0.0
2025,21,130,ES1 0 CCGT,0.0
2025,21,131,ES1 0 CCGT,0.0
2025,21,132,ES1 0 CCGT,0.0
2025,21,133,ES1 0 CCGT,0.0
2025,21,134,ES1 0 CCGT,0.0
2025,21,135,ES1 0 CCGT,0.0
2025,21,136,ES1 0 CCGT,0.0
2025,21,137,ES1 0 CCGT,936.8253840506277
2025,21,138,ES1 0 CCGT,5595.595145899973
2025,21,139,ES1 0 CCGT,8871.811862669669
2025,21,140,ES1 0 CCGT,8656.598811434764
2025,21,141,ES1 0 CCGT,7626.525565782136
2025,21,142,ES1 0 CCGT,8496.288021097891
2025,21,143,ES1 0 CCGT,7612.206242544884
2025,21,144,ES1 0 CCGT,7412.357198951408
2025,21,145,ES1 0 CCGT,7505.98611161233
2025,21,146,ES1 0 CCGT,7730.108477500384
2025,21,147,ES1 0 CCGT,7861.867551729945
2025,21,148,ES1 0 CCGT,8105.285826737982
2025,21,149,ES1 0 CCGT,8127.80778369677
2025,21,150,ES1 0 CCGT,9241.312139928785
2025,21,151,ES1 0 CCGT,7545.243164210911
2025,21,152,ES1 0 CCGT,4525.996865442394
2025,21,153,ES1 0 CCGT,2064.0234953054483
2025,21,154,ES1 0 CCGT,247.7003666770304
2025,21,155,ES1 0 CCGT,0.0
2025,21,156,ES1 0 CCGT,0.0
2025,21,157,ES1 0 CCGT,0.0
2025,21,158,ES1 0 CCGT,0.0
2025,21,159,ES1 0 CCGT,0.0
2025,21,160,ES1 0 CCGT,343.8630492723387
2025,21,161,ES1 0 CCGT,3735.5275594035534
2025,21,162,ES1 0 CCGT,7551.070292356711
2025,21,163,ES1 0 CCGT,11683.956379744768
2025,21,164,ES1 0 CCGT,13000.329718300274
2025,21,165,ES1 0 CCGT,11326.63309103646
2025,21,166,ES1 0 CCGT,10837.852339345905
2025,21,167,ES1 0 CCGT,9983.729913606494
2025,42,0,ES1 0 CCGT,11395.788676661125
2025,42,1,ES1 0 CCGT,11629.292311082821
2025,42,2,ES1 0 CCGT,11798.234846756755
2025,42,3,ES1 0 CCGT,12562.862232690133
2025,42,4,ES1 0 CCGT,15391.124382889313
2025,42,5,ES1 0 CCGT,19940.54672432103
2025,42,6,ES1 0 CCGT,22668.87002583878
2025,42,7,ES1 0 CCGT,22494.616090718373
2025,42,8,ES1 0 CCGT,17540.81172583455
2025,42,9,ES1 0 CCGT,13936.661570751488
2025,42,10,ES1 0 CCGT,11487.602163585154
2025,42,11,ES1 0 CCGT,16772.140681882018
2025,42,12,ES1 0 CCGT,8699.194399433796
2025,42,13,ES1 0 CCGT,8740.385230227357
2025,42,14,ES1 0 CCGT,10160.698823646464
2025,42,15,ES1 0 CCGT,12852.422627374313
2025,42,16,ES1 0 CCGT,15018.867453412167
2025,42,17,ES1 0 CCGT,19388.683281148915
2025,42,18,ES1 0 CCGT,21266.189736009506
2025,42,19,ES1 0 CCGT,19025.523033530175
2025,42,20,ES1 0 CCGT,14717.878038649633
2025,42,21,ES1 0 CCGT,11261.612067541993
2025,42,22,ES1 0 CCGT,8954.365396217672
2025,42,23,ES1 0 CCGT,6148.806109270654
2025,42,24,ES1 0 CCGT,4423.89126899052
2025,42,25,ES1 0 CCGT,3646.570749176415
2025,42,26,ES1 0 CCGT,3228.6970555158305
2025,42,27,ES1 0 CCGT,3182.8692649687246
2025,42,28,ES1 0 CCGT,4364.076410965469
2025,42,29,ES1 0 CCGT,7556.407770653922
2025,42,30,ES1 0 CCGT,8871.46331037469
2025,42,31,ES1 0 CCGT,8868.715918207312
2025,42,32,ES1 0 CCGT,6544.372997429933
2025,42,33,ES1 0 CCGT,4783.26292617722
2025,42,34,ES1 0 CCGT,3969.1749813111282
2025,42,35,ES1 0 CCGT,0.0
2025,42,36,ES1 0 CCGT,0.0
2025,42,37,ES1 0 CCGT,0.0
2025,42,38,ES1 0 CCGT,0.0
2025,42,39,ES1 0 CCGT,0.0
2025,42,40,ES1 0 CCGT,3467.75029929441
2025,42,41,ES1 0 CCGT,9518.695259758562
2025,42,42,ES1 0 CCGT,12097.679472166814
2025,42,43,ES1 0 CCGT,10149.703892105204
2025,42,44,ES1 0 CCGT,5983.520185633902
2025,42,45,ES1 0 CCGT,2725.3200303379435
2025,42,46,ES1 0 CCGT,1398.339540678634
2025,42,47,ES1 0 CCGT,0.0
2025,42,48,ES1 0 CCGT,0.0
2025,42,49,ES1 0 CCGT,0.0
2025,42,50,ES1 0 CCGT,0.0
2025,42,51,ES1 0 CCGT,0.0
2025,42,52,ES1 0 CCGT,2236.159256262331
