year,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,39655433.4686048,3522064.9638018915,48378848.05111737,103636211.79562178,38189904.670036055,41222036.76401498,274604499.7131969
2030,47904292.63595639,4766064.487569213,52211479.221903816,109850390.26408309,38189904.670036055,41222036.76401498,294144168.04356354
2040,76974403.08588114,9938680.83462865,57821395.06192308,126791226.96499833,38189904.670036055,41222036.76401498,350937647.38148224
2050,89814431.06305452,12579994.83296572,59576050.479843244,132676127.8475181,38189904.670036055,41222036.76401498,374058545.6574326
