year,scenario,utilization_rate,congestion_rate
2025,NT,0.30363616570847646,0.020833333333333332
2030,NT,0.28222045145895314,0.02380952380952381
2040,DE,0.3698387047381355,0.026785714285714288
2040,GA,0.3675539944014964,0.03571428571428572
2040,NT,0.3701811574421592,0.03571428571428572
2050,DE,0.3978865254837053,0.06547619047619048
2050,GA,0.400562587273851,0.053571428571428575
