year,AIC,expected_OC,total_cost
2025,15243715042.011517,188822074592.41977,204065789634.43127
2030,14954560662.892147,82071046431.79865,97025607094.6908
2040,14761627089.423653,74589372396.92374,89350999486.34738
2050,13321336647.737,57389864959.05343,70711201606.79044
