year,potential_capacity,new_capacity,number_possible_buildouts,number_actual_buildouts,cost_of_buildout,total_production,total_co2_emissions,total_co2_emission_cost,total_production_cost,total_production_cost_with_emission,total_cost
2025,192912.81713965908,122533.36617419127,51,35,13793418691.990412,242322224.99049777,0.0,0.0,2802739.9678510944,2802739.9678510944,13796221431.958263
2030,192912.81713965908,122533.36617419127,51,35,13793418691.990412,274597223.5893329,0.0,0.0,2779665.4616970853,2779665.4616970853,13796198357.452108
2040,192912.81713965908,122533.36617419127,51,35,13793418691.990412,328200758.3602363,0.0,0.0,3105691.9688850204,3105691.9688850204,13796524383.959297
2050,192912.81713965908,113877.77413019752,51,29,12603416422.18315,350795593.08550876,0.0,0.0,3031768.92079324,3031768.92079324,12606448191.103943
