scenario,year,dual_value
NT,2025,-296.06325030811524
NT,2030,-105.03507261579222
NT,2040,-5.479452749684043
GA,2040,-2.157874003056918
DE,2040,-26.02927151034079
GA,2050,-7.611357666959634
DE,2050,-132.96407990750288
