year,scenario,production,co2_emission,co2_emission_cost,production_cost,production_cost_with_emission
2025,NT,282258955.9895847,25142625.280482553,3519967539.2675576,4898221209.822471,8418188749.090028
2030,NT,300817782.5072425,20739998.65505296,2903599811.707414,4036527662.046831,6940127473.754246
2040,DE,375982353.2549976,26807840.260267083,3753097636.4373913,5215692239.252054,8968789875.689445
2040,GA,334185039.93854547,20084751.03447377,2811865144.8263273,3910084174.4470735,6721949319.273401
2040,NT,367045974.5996777,25306447.150251187,3542902601.035166,4927358199.09968,8470260800.134846
2050,DE,406078858.1870738,29384952.481309526,4113893347.3833337,5659173990.471891,9773067337.855225
2050,GA,359919282.37955505,21625925.648118846,3027629590.736639,4211850538.700301,7239480129.436939
