year,scenario,Invest Gen,Invest Bat,Invest Tx,Production Cost,CO2 Emission Cost,Load Shedding Cost,Curtailment Cost,Prod+CO2 Cost,Total CapEx,Total OpEx,Total Cost
2025,NT,3972938224.491391,,303786242.8358042,4898221209.822471,3519967539.2675576,0.0,0.0,8418188749.090029,4276724467.327195,8418188749.090029,12694913216.417225
2030,NT,3559498653.2720923,,203916415.95494914,4036527662.046831,2903599811.707414,0.0,0.0,6940127473.754246,3763415069.2270412,6940127473.754246,10703542542.981287
2040,DE,2867949292.419713,,0.0,5215692239.252054,3753097636.4373913,0.0,0.0,8968789875.689445,2867949292.419713,8968789875.689445,11836739168.109158
2040,GA,2867949292.419713,,0.0,3910084174.4470735,2811865144.8263273,0.0,0.0,6721949319.273401,2867949292.419713,6721949319.273401,9589898611.693115
2040,NT,2867949292.419713,,0.0,4927358199.09968,3542902601.035166,0.0,0.0,8470260800.134846,2867949292.419713,8470260800.134846,11338210092.554558
2050,DE,575318798.233067,,0.0,5659173990.471891,4113893347.3833337,164109987.0521838,0.0,9773067337.855225,575318798.233067,9937177324.907408,10512496123.140474
2050,GA,575318798.233067,,0.0,4211850538.700301,3027629590.736639,0.0,0.0,7239480129.43694,575318798.233067,7239480129.43694,7814798927.670008
All,All,10975704968.416264,0.0,507702658.79075336,18554639340.721664,13363617280.801254,82054993.5260919,0.0,31918256621.52292,11483407627.207016,32000311615.04901,43483719242.25603
