year,AIC,expected_OC,total_cost
2025,4276724467.327195,8418188749.090029,12694913216.417225
2030,3763415069.2270412,6940127473.754246,10703542542.981287
2040,2867949292.419713,8053666665.032564,10921615957.452278
2050,575318798.233067,8588328727.172174,9163647525.405241
