lower_bound,upper_bound,count,percent_of_interval
2.999,3.1,0,0
3.1,3.2,0,0
3.2,3.3,0,0
3.3,3.4,0,0
3.4,3.5,0,0
3.5,3.6,0,0
3.6,3.7,0,0
3.7,3.8,0,0
3.8,3.9,0,0
3.9,4.0,0,0
