lower_bound,upper_bound,count,percent_of_interval
18.999,19.1,428,25.44589774078478
19.1,19.2,96,5.707491082045184
19.2,19.3,267,15.873959571938167
19.3,19.4,153,9.096313912009514
19.4,19.5,199,11.831153388822829
19.5,19.6,205,12.187871581450654
19.6,19.7,152,9.036860879904875
19.7,19.8,125,7.431629013079667
19.8,19.9,52,3.0915576694411415
19.9,20.0,5,0.2972651605231867
