lower_bound,upper_bound,count,percent_of_interval
56.999,57.1,181,34.15094339622641
57.1,57.2,9,1.6981132075471699
57.2,57.3,96,18.11320754716981
57.3,57.4,18,3.3962264150943398
57.4,57.5,6,1.1320754716981132
57.5,57.6,37,6.981132075471698
57.6,57.7,67,12.641509433962264
57.7,57.8,79,14.90566037735849
57.8,57.9,18,3.3962264150943398
57.9,58.0,19,3.5849056603773586
