lower_bound,upper_bound,count,percent_of_interval
55.999,56.1,398,36.68202764976958
56.1,56.2,126,11.612903225806452
56.2,56.3,117,10.783410138248847
56.3,56.4,116,10.691244239631336
56.4,56.5,106,9.76958525345622
56.5,56.6,88,8.110599078341014
56.6,56.7,93,8.571428571428571
56.7,56.8,10,0.9216589861751152
56.8,56.9,12,1.1059907834101383
56.9,57.0,19,1.7511520737327189
