lower_bound,upper_bound,count,percent_of_interval
54.999,55.1,86,2.8326745718050064
55.1,55.2,210,6.91699604743083
55.2,55.3,372,12.25296442687747
55.3,55.4,421,13.866930171277996
55.4,55.5,368,12.121212121212121
55.5,55.6,341,11.231884057971014
55.6,55.7,277,9.12384716732543
55.7,55.8,114,3.7549407114624502
55.8,55.9,789,25.988142292490117
55.9,56.0,58,1.9104084321475625
