year,scenario,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,NT,39210661.14239077,0.0,47150928.29527959,98286491.69911629,38308206.11648513,51594248.445902884,274550535.69917464
2030,NT,27887411.999438047,0.0,46294878.971305445,100428304.18965831,41015474.6134276,78888876.17685899,294514945.9506884
2040,DE,14863589.050912254,337887.9201849152,17778305.835361727,44222024.865145035,13671824.871142533,31710717.267373376,122584349.81011984
2040,GA,9679799.14047263,634177.2010125923,15878849.575278573,38578035.22088726,13671824.871142533,30587076.489810534,109029762.49860412
2040,NT,13698974.146820063,379173.5811577881,17422889.6986942,43006580.85616557,13671824.871142533,31508932.333508212,119688375.48748837
2050,DE,26980413.60979758,367966.8373603935,28697656.390832722,73051519.57997566,20507737.3067138,48713148.162910245,198318441.8875904
2050,GA,17749403.920015547,567248.1333779137,25808535.75016093,63429522.41605882,20507737.3067138,47782116.86275299,175844564.38908
