year,scenario,CCGT,coal,offwind-ac,onwind,ror,solar,Total
2025,NT,113487561.26624025,10660984.922523435,40220591.07692464,73065872.20080045,15130152.62365348,29131692.362209402,281696854.4523516
2030,NT,96826954.266996,5466238.814091934,48986402.369078025,90644239.36759765,20173536.831537973,38842256.48294587,300939628.13224745
2040,DE,41494831.17804316,4775784.22263388,18768189.372074537,37131514.48057065,7172756.191852847,16184273.534560777,125527348.97973585
2040,GA,32482360.13846355,2348532.356918659,17995444.18981221,35344354.1179007,7172756.191852847,16184273.534560777,111527720.52950874
2040,NT,39467184.93952763,4260939.013399845,18634165.92746187,36817639.518517904,7172756.191852847,16184273.534560777,122536959.12532088
2050,DE,67825434.21934777,8673683.3112977,28303711.269366402,58705204.1755461,10759134.28777927,29131692.362209402,203398859.62554666
2050,GA,52285430.74255258,4779176.078222319,27327428.829982445,55913712.00115385,10759134.28777927,29131692.362209402,180196574.30189988
